# 実Excel リボン 測り直し 2026-08-30（Excel 16.0 build 20326・UI Automation・新規ブック・保存なし）
# 数え方: ★組に頼らず 部品を 拾い、いちばん小さい 組に 割り当てる★
# 列: タブ / 組 / 部品 / 種類 / 左 / 上
描画	描画ツール 	ブラシ ペン: 緑、1 mm	SplitButton	909	172
描画	描画ツール 	アクション ペン: アクション ペンを使用して、手書きでデータを入力します。	SplitButton	1005	172
描画	描画ツール 	追加	MenuItem	1101	164
描画	変換	インクを図形に変換	Button	1217	164
描画	変換	インクを数式に変換	Button	1369	164
描画	再生	イ‍ン‍ク‍の再生	Button	1506	164
描画	ヘルプ	インクのヘルプ	Button	1622	164
描画		リボンの表示オプション	MenuItem	2816	309
ページ レイアウト		ファイル タブ	Button	8	96
ページ レイアウト		コメント	Button	2577	102
ページ レイアウト		共有	MenuItem	2726	96
ページ レイアウト	テーマ	テーマ	MenuItem	40	164
ページ レイアウト	テーマ	配色	MenuItem	128	164
ページ レイアウト	テーマ	フォント	MenuItem	128	216
ページ レイアウト	テーマ	効果	MenuItem	128	268
ページ レイアウト	ページ設定	余白	MenuItem	318	164
ページ レイアウト	ページ設定	印刷の向き	MenuItem	406	164
ページ レイアウト	ページ設定	サイズ	MenuItem	494	164
ページ レイアウト	ページ設定	印刷範囲	MenuItem	582	164
ページ レイアウト	ページ設定	改ページ	MenuItem	693	164
ページ レイアウト	ページ設定	背景...	Button	792	164
ページ レイアウト	ページ設定	印刷タイトル	Button	880	164
ページ レイアウト	ページ設定	ページ設定	Button	948	321
ページ レイアウト	拡大縮小印刷	横:	ComboBox	1097	164
ページ レイアウト	拡大縮小印刷	横:	Edit	1099	169
ページ レイアウト	拡大縮小印刷	開く	Button	1275	166
ページ レイアウト	拡大縮小印刷	縦:	ComboBox	1097	216
ページ レイアウト	拡大縮小印刷	縦:	Edit	1099	221
ページ レイアウト	拡大縮小印刷	開く	Button	1275	218
ページ レイアウト	拡大縮小印刷	増やす	Button	1267	270
ページ レイアウト	拡大縮小印刷	減らす	Button	1267	292
ページ レイアウト	拡大縮小印刷	ページ設定	Button	1287	321
ページ レイアウト	枠線	表示	CheckBox	1335	216
ページ レイアウト	枠線	印刷	CheckBox	1335	264
ページ レイアウト	見出し	表示	CheckBox	1464	216
ページ レイアウト	見出し	印刷	CheckBox	1464	264
ページ レイアウト	シートのオプション	シートのオプション	Button	1551	321
ページ レイアウト	配置	前面へ移動	SplitButton	1599	164
ページ レイアウト	配置	その他のオプション	MenuItem	1599	240
ページ レイアウト	配置	背面へ移動	SplitButton	1687	164
ページ レイアウト	配置	その他のオプション	MenuItem	1687	240
ページ レイアウト	配置	オブジェクトの選択と表示...	Button	1775	164
ページ レイアウト	配置	配置	MenuItem	1914	164
ページ レイアウト	配置	グループ化	MenuItem	2002	164
ページ レイアウト	配置	回転	MenuItem	2117	164
ページ レイアウト		リボンの表示オプション	MenuItem	2816	309
数式		ファイル タブ	Button	8	96
数式		コメント	Button	2577	102
数式		共有	MenuItem	2726	96
数式	関数ライブラリ	関数の挿入...	Button	40	164
数式	関数ライブラリ	オート SUM	SplitButton	150	164
数式	関数ライブラリ	合計	Button	150	164
数式	関数ライブラリ	その他のオプション	MenuItem	150	240
数式	関数ライブラリ	最近使った関数	MenuItem	241	164
数式	関数ライブラリ	財務	MenuItem	362	164
数式	関数ライブラリ	論理	MenuItem	450	164
数式	関数ライブラリ	文字列操作	MenuItem	538	164
数式	関数ライブラリ	日付/時刻	MenuItem	626	164
数式	関数ライブラリ	検索/行列	MenuItem	748	164
数式	関数ライブラリ	数学/三角	MenuItem	870	164
数式	関数ライブラリ	その他の関数	MenuItem	992	164
数式	Python (プレビュー)	Python の挿入	Button	1117	164
数式	Python (プレビュー)	リセット	SplitButton	1213	164
数式	Python (プレビュー)	その他のオプション	MenuItem	1345	164
数式	Python (プレビュー)	エディター	Button	1213	216
数式	Python (プレビュー)	初期化	Button	1213	268
数式	定義された名前	名前の管理	Button	1425	164
数式	定義された名前	名前の定義	SplitButton	1513	164
数式	定義された名前	名前の定義...	Button	1513	164
数式	定義された名前	その他のオプション	MenuItem	1696	164
数式	定義された名前	数式で使用	MenuItem	1513	216
数式	定義された名前	選択範囲から作成...	Button	1513	268
数式	ワークシート分析	参照元のトレース	Button	1793	164
数式	ワークシート分析	参照先のトレース	Button	1793	216
数式	ワークシート分析	トレース矢印の削除	SplitButton	1793	268
数式	ワークシート分析	その他のオプション	MenuItem	2049	268
数式	ワークシート分析	数式の表示	Button	2101	164
数式	ワークシート分析	エラー チェック...	SplitButton	2101	216
数式	ワークシート分析	その他のオプション	MenuItem	2295	216
数式	ワークシート分析	数式の検証	Button	2101	268
数式	ワークシート分析	ウォッチ ウィンドウ	Button	2369	164
数式	計算方法	計算方法の設定	MenuItem	2497	164
数式	計算方法	再計算実行	Button	2608	180
数式	計算方法	シート再計算	Button	2608	244
数式		リボンの表示オプション	MenuItem	2816	309
データ		ファイル タブ	Button	8	96
データ		コメント	Button	2577	102
データ		共有	MenuItem	2726	96
データ	データの取得と変換	データの取得	MenuItem	40	164
データ	データの取得と変換	テキストまたは CSV から	Button	132	164
データ	データの取得と変換	Web から	Button	132	216
データ	データの取得と変換	テーブルまたは範囲から	Button	132	268
データ	データの取得と変換	画像から	MenuItem	434	164
データ	データの取得と変換	最近使ったソース	Button	434	216
データ	データの取得と変換	既存の接続	Button	434	268
データ	クエリと接続	すべて更新	SplitButton	695	164
データ	クエリと接続	その他のオプション	MenuItem	695	240
データ	クエリと接続	クエリと接続	Button	783	164
データ	クエリと接続	プロパティ	Button	783	216
データ	クエリと接続	ブックのリンク	Button	783	268
データ	データの種類	株式 (English)	ListItem	1006	184
データ	データの種類	通貨 (English)	ListItem	1174	184
データ		地理 (English)	ListItem	1006	295
データ	データの種類	データの種類	Button	1344	180
データ	並べ替えとフィルター	昇順	Button	1430	180
データ	並べ替えとフィルター	降順	Button	1430	244
データ	並べ替えとフィルター	並べ替え...	Button	1482	164
データ	並べ替えとフィルター	フィルター	Button	1606	164
データ	並べ替えとフィルター	クリア	Button	1708	164
データ	並べ替えとフィルター	再適用	Button	1708	216
データ	並べ替えとフィルター	詳細設定...	Button	1708	268
データ	データ ツール	区切り位置...	Button	1903	164
データ	データ ツール	フラッシュ フィル	Button	2029	164
データ	データ ツール	重複の削除	Button	2029	216
データ	データ ツール	データの入力規則...	SplitButton	2029	268
データ	データ ツール	その他のオプション	MenuItem	2077	268
データ	データ ツール	統合...	Button	2129	164
データ	データ ツール	データ モデル	MenuItem	2129	216
データ	データ ツール	データ分析	Button	2129	268
データ	予測	What-If 分析	MenuItem	2241	164
データ	予測	予測シート	Button	2403	164
データ	アウトライン	アウトライン	MenuItem	2503	160
データ		リボンの表示オプション	MenuItem	2816	309
校閲		ファイル タブ	Button	8	96
校閲		コメント	Button	2577	102
校閲		共有	MenuItem	2726	96
校閲	文章校正	スペル チェック...	Button	40	164
校閲	文章校正	類義語辞典...	Button	128	164
校閲	文章校正	ブックの統計情報	Button	216	164
校閲	パフォーマンス	パフォーマンスをチェック	Button	352	164
校閲	アクセシビリティ	アクセシビリティ チェック	SplitButton	503	164
校閲	アクセシビリティ	その他のオプション	MenuItem	503	240
校閲	言語	翻訳	Button	684	164
校閲	変更内容	変更内容を表示	Button	800	164
校閲	コメント	新しいコメント	Button	933	164
校閲	コメント	削除	Button	1021	164
校閲	コメント	前のコメント	Button	1109	164
校閲	コメント	次のコメント	Button	1197	164
校閲	コメント	コメントの表示	Button	1285	164
校閲	メモ	メモ	MenuItem	1401	164
校閲	保護	シートの保護...	Button	1517	164
校閲	保護	ブックの保護...	Button	1609	164
校閲	保護	範囲の編集を許可する	Button	1697	164
校閲	保護	ブックの共有を解除	Button	1828	164
校閲	インク	インクを非表示にする	SplitButton	1964	164
校閲	インク	その他のオプション	MenuItem	1964	240
校閲		リボンの表示オプション	MenuItem	2816	309
表示		ファイル タブ	Button	8	96
表示		コメント	Button	2577	102
表示		共有	MenuItem	2726	96
表示	シート ビュー	シート ビューの切り替え	ComboBox	40	180
表示	シート ビュー	シート ビューの切り替え	Edit	42	185
表示	シート ビュー	開く	Button	522	182
表示	シート ビュー	保持	Button	40	244
表示	シート ビュー	終了	Button	159	244
表示	シート ビュー	新規	Button	278	244
表示	シート ビュー	オプション	Button	397	244
表示	ブックの表示	標準	Button	582	164
表示	ブックの表示	改ページ プレビュー	Button	670	164
表示	ブックの表示	ページ レイアウト	Button	774	180
表示	ブックの表示	ユーザー設定のビュー...	Button	774	244
表示	表示	ナビゲーション	Button	1074	164
表示	表示	ルーラー	CheckBox	1165	164
表示	表示	目盛線	CheckBox	1165	216
表示	表示	数式バー	CheckBox	1165	268
表示	表示	見出し	CheckBox	1312	164
表示	表示	データ型アイコン 	CheckBox	1312	216
表示	表示	セルにフォーカス	SplitButton	1312	268
表示	表示	その他のオプション	MenuItem	1525	268
表示	ズーム	ズーム...	Button	1605	164
表示	ズーム	100%	Button	1693	164
表示	ズーム	選択範囲に合わせて拡大/縮小	Button	1781	164
表示	ウィンドウ	新しいウィンドウを開く	Button	2022	164
表示	ウィンドウ	整列	Button	2022	216
表示	ウィンドウ	ウィンドウ枠の固定	MenuItem	2022	268
表示	ウィンドウ	分割	Button	2294	164
表示	ウィンドウ	表示しない	Button	2294	216
表示	ウィンドウ	再表示...	Button	2294	268
表示	ウィンドウ	並べて比較	Button	2368	164
表示	ウィンドウ	同時にスクロール	Button	2368	216
表示	ウィンドウ	ウィンドウの位置を元に戻す	Button	2368	268
表示	ウィンドウ	ウィンドウの切り替え	MenuItem	2442	164
表示	マクロ	マクロ	SplitButton	2591	164
表示	マクロ	マクロの表示	Button	2591	164
表示	マクロ	その他のオプション	MenuItem	2591	240
表示		リボンの表示オプション	MenuItem	2816	309
自動化		ファイル タブ	Button	8	96
自動化		コメント	Button	2577	102
自動化		共有	MenuItem	2726	96
自動化	Office スクリプト(	新しいスクリプト	MenuItem	40	164
自動化	Office スクリプト(	スクリプトの表示	MenuItem	151	164
自動化	Office スクリプト	すべての行と列を再表示	ListItem	304	194
自動化	Office スクリプト	選択範囲の固定	ListItem	652	194
自動化	Office スクリプト	選択範囲からサブテーブルを作成する	ListItem	1000	194
自動化	Office スクリプト	シートからハイパーリンクを削除する	ListItem	304	242
自動化	Office スクリプト	空の行数をカウントする	ListItem	652	242
自動化	Office スクリプト	テーブル データを JSON として返す	ListItem	1000	242
自動化	Office スクリプト ギャラリー	テーブルから新しいピボットテーブルを作成する	ListItem	304	290
自動化	Office スクリプト	Office スクリプト	Button	1350	180
自動化		リボンの表示オプション	MenuItem	2816	309
開発		ファイル タブ	Button	8	96
開発		コメント	Button	2577	102
開発		共有	MenuItem	2726	96
開発	コード	Visual Basic	Button	40	164
開発	コード	マクロ	Button	192	164
開発	コード	マクロの記録...	Button	280	164
開発	コード	相対参照で記録	Button	280	216
開発	コード	マクロのセキュリティ	Button	280	268
開発	アドイン	アドイン	Button	553	164
開発	アドイン	Excel アドイン...	Button	641	164
開発	アドイン	COM アドイン...	Button	729	164
開発	コントロール	挿入	MenuItem	845	164
開発	コントロール	デザイン モード	Button	933	164
開発	コントロール	プロパティ	Button	1023	164
開発	コントロール	コードの表示	Button	1023	216
開発	コントロール	ダイアログの実行	Button	1023	268
開発	XML	ソース...	Button	1277	164
開発	XML	対応付けのプロパティ	Button	1365	164
開発	XML	拡張パック	Button	1365	216
開発	XML	データの更新	Button	1365	268
開発	XML	インポート	Button	1635	164
開発	XML	エクスポート	Button	1635	216
開発		リボンの表示オプション	MenuItem	2816	309
ヘルプ		ファイル タブ	Button	8	96
ヘルプ		コメント	Button	2577	102
ヘルプ		共有	MenuItem	2726	96
ヘルプ	ヘルプ	ヘルプ	Button	40	164
ヘルプ	ヘルプ	サポートへのお問い合わせ...	Button	128	164
ヘルプ	ヘルプ	フィードバック	Button	280	164
ヘルプ	ヘルプ	トレーニングを表示	Button	368	164
ヘルプ	ヘルプ	新機能ガイド	Button	474	164
ヘルプ	モバイル	Excel モバイル アプリの入手	Button	590	164
ヘルプ		リボンの表示オプション	MenuItem	2816	309
Sheet1		マクロの記録 記録停止中	Button	142	1482
Sheet1		アクセシビリティ チェック アクセシビリティ: 問題ありません	Button	206	1482
Sheet1		標準	Button	2264	1482
Sheet1		ページ レイアウト	Button	2344	1482
Sheet1		改ページ プレビュー	Button	2424	1482
Sheet1		縮小	Button	2506	1482
Sheet1		縮小	Button	2542	1482
Sheet1		拡大	Button	2647	1482
Sheet1		拡大	Button	2742	1482
Sheet1		1 列分左へ移動	Button	1769	1430
Sheet1		1 画面分右へ移動	Button	2772	1430
Sheet1		1 列分右へ移動	Button	2810	1430
Sheet1		左スクロール	Button	16	1416
Sheet1		右スクロール	Button	80	1416
Sheet1		シートの追加	Button	426	1416
