描画	描画ツール	選択: インク、図形、テキスト領域などのオブジェクトを選びます。これは特に、テキストの背後にあるオブジェクトを操作するときに使うと便利です。
描画	描画ツール	なげなわ選択: インクを選択して図形を描画します。図形内のすべてのインクストロークが選択されます。
描画	描画ツール	消しゴム: ページに描画したインクを消しゴムで消します。
描画	描画ツール	ペン: 黒、0.35 mm
描画	描画ツール	ペン: 赤、0.35 mm
描画	描画ツール	鉛筆書き: 灰色、0.5 mm
描画	描画ツール	蛍光ペン: 黄, 6mm、テキストに位置を合わせる: オフ
描画	描画ツール	万年筆: 濃い青、1 mm
描画	描画ツール	ブラシ ペン: 緑、1 mm
描画	描画ツール	アクション ペン: アクション ペンを使用して、手書きでデータを入力します。
描画	描画ツール	追加
描画	変換	インクを図形に変換
描画	変換	インクを数式に変換
描画	再生	イ‍ン‍ク‍の再生
描画	ヘルプ	インクのヘルプ
ページ レイアウト	テーマ	テーマ
ページ レイアウト	テーマ	配色
ページ レイアウト	テーマ	フォント
ページ レイアウト	テーマ	効果
ページ レイアウト	ページ設定	余白
ページ レイアウト	ページ設定	印刷の向き
ページ レイアウト	ページ設定	サイズ
ページ レイアウト	ページ設定	印刷範囲
ページ レイアウト	ページ設定	改ページ
ページ レイアウト	ページ設定	背景...
ページ レイアウト	ページ設定	印刷タイトル
ページ レイアウト	ページ設定	ページ設定
ページ レイアウト	拡大縮小印刷	横:
ページ レイアウト	拡大縮小印刷	縦:
ページ レイアウト	拡大縮小印刷	拡大/縮小:
ページ レイアウト	拡大縮小印刷	増やす
ページ レイアウト	拡大縮小印刷	減らす
ページ レイアウト	拡大縮小印刷	ページ設定
ページ レイアウト	シートのオプション	枠線
ページ レイアウト	シートのオプション	表示
ページ レイアウト	シートのオプション	印刷
ページ レイアウト	シートのオプション	見出し
ページ レイアウト	シートのオプション	シートのオプション
ページ レイアウト	枠線	表示
ページ レイアウト	枠線	印刷
ページ レイアウト	見出し	表示
ページ レイアウト	見出し	印刷
ページ レイアウト	配置	前面へ移動
ページ レイアウト	配置	背面へ移動
ページ レイアウト	配置	オブジェクトの選択と表示...
ページ レイアウト	配置	配置
ページ レイアウト	配置	グループ化
ページ レイアウト	配置	回転
数式	関数ライブラリ	関数の挿入...
数式	関数ライブラリ	オート SUM
数式	関数ライブラリ	合計
数式	関数ライブラリ	最近使った関数
数式	関数ライブラリ	財務
数式	関数ライブラリ	論理
数式	関数ライブラリ	文字列操作
数式	関数ライブラリ	日付/時刻
数式	関数ライブラリ	検索/行列
数式	関数ライブラリ	数学/三角
数式	関数ライブラリ	その他の関数
数式	Python (プレビュー)	Python の挿入
数式	Python (プレビュー)	リセット
数式	Python (プレビュー)	エディター
数式	Python (プレビュー)	初期化
数式	定義された名前	名前の管理
数式	定義された名前	名前の定義
数式	定義された名前	名前の定義...
数式	定義された名前	数式で使用
数式	定義された名前	選択範囲から作成...
数式	ワークシート分析	参照元のトレース
数式	ワークシート分析	参照先のトレース
数式	ワークシート分析	トレース矢印の削除
数式	ワークシート分析	数式の表示
数式	ワークシート分析	エラー チェック...
数式	ワークシート分析	数式の検証
数式	ワークシート分析	ウォッチ ウィンドウ
数式	計算方法	計算方法の設定
数式	計算方法	再計算実行
数式	計算方法	シート再計算
データ	データの取得と変換	データの取得
データ	データの取得と変換	テキストまたは CSV から
データ	データの取得と変換	Web から
データ	データの取得と変換	テーブルまたは範囲から
データ	データの取得と変換	画像から
データ	データの取得と変換	最近使ったソース
データ	データの取得と変換	既存の接続
データ	クエリと接続	すべて更新
データ	クエリと接続	クエリと接続
データ	クエリと接続	プロパティ
データ	クエリと接続	ブックのリンク
データ	データの種類	データの種類
データ	データの種類	株式 (English)
データ	データの種類	通貨 (English)
データ	データの種類	地理 (English)
データ	データの種類	データの種類
データ	データの種類	株式 (English)
データ	データの種類	通貨 (English)
データ	データの種類	地理 (English)
データ	並べ替えとフィルター	昇順
データ	並べ替えとフィルター	降順
データ	並べ替えとフィルター	並べ替え...
データ	並べ替えとフィルター	フィルター
データ	並べ替えとフィルター	クリア
データ	並べ替えとフィルター	再適用
データ	並べ替えとフィルター	詳細設定...
データ	データ ツール	区切り位置...
データ	データ ツール	フラッシュ フィル
データ	データ ツール	重複の削除
データ	データ ツール	データの入力規則...
データ	データ ツール	統合...
データ	データ ツール	データ モデル
データ	データ ツール	データ分析
データ	予測	What-If 分析
データ	予測	予測シート
データ	アウトライン	アウトライン
校閲	文章校正	スペル チェック...
校閲	文章校正	類義語辞典...
校閲	文章校正	ブックの統計情報
校閲	パフォーマンス	パフォーマンスをチェック
校閲	アクセシビリティ	アクセシビリティ チェック
校閲	言語	翻訳
校閲	変更内容	変更内容を表示
校閲	コメント	新しいコメント
校閲	コメント	削除
校閲	コメント	前のコメント
校閲	コメント	次のコメント
校閲	コメント	コメントの表示
校閲	メモ	メモ
校閲	保護	シートの保護...
校閲	保護	ブックの保護...
校閲	保護	範囲の編集を許可する
校閲	保護	ブックの共有を解除
校閲	インク	インクを非表示にする
表示	シート ビュー	シート ビューの切り替え
表示	シート ビュー	保持
表示	シート ビュー	終了
表示	シート ビュー	新規
表示	シート ビュー	オプション
表示	ブックの表示	標準
表示	ブックの表示	改ページ プレビュー
表示	ブックの表示	ページ レイアウト
表示	ブックの表示	ユーザー設定のビュー...
表示	ズーム	ズーム...
表示	ズーム	100%
表示	ズーム	選択範囲に合わせて拡大/縮小
表示	ウィンドウ	新しいウィンドウを開く
表示	ウィンドウ	整列
表示	ウィンドウ	ウィンドウ枠の固定
表示	ウィンドウ	分割
表示	ウィンドウ	表示しない
表示	ウィンドウ	再表示...
表示	ウィンドウ	並べて比較
表示	ウィンドウ	同時にスクロール
表示	ウィンドウ	ウィンドウの位置を元に戻す
表示	ウィンドウ	ウィンドウの切り替え
表示	マクロ	マクロ
表示	マクロ	マクロの表示
自動化	Office スクリプト(	新しいスクリプト
自動化	Office スクリプト(	スクリプトの表示
自動化	Office スクリプト ギャラリー	Office スクリプト
自動化	Office スクリプト ギャラリー	すべての行と列を再表示
自動化	Office スクリプト ギャラリー	選択範囲の固定
自動化	Office スクリプト ギャラリー	選択範囲からサブテーブルを作成する
自動化	Office スクリプト ギャラリー	シートからハイパーリンクを削除する
自動化	Office スクリプト ギャラリー	空の行数をカウントする
自動化	Office スクリプト ギャラリー	テーブル データを JSON として返す
自動化	Office スクリプト ギャラリー	テーブルから新しいピボットテーブルを作成する
自動化	Office スクリプト	Office スクリプト
自動化	Office スクリプト	すべての行と列を再表示
自動化	Office スクリプト	選択範囲の固定
自動化	Office スクリプト	選択範囲からサブテーブルを作成する
自動化	Office スクリプト	シートからハイパーリンクを削除する
自動化	Office スクリプト	空の行数をカウントする
自動化	Office スクリプト	テーブル データを JSON として返す
自動化	Office スクリプト	テーブルから新しいピボットテーブルを作成する
開発	コード	Visual Basic
開発	コード	マクロ
開発	コード	マクロの記録...
開発	コード	相対参照で記録
開発	コード	マクロのセキュリティ
開発	アドイン	アドイン
開発	アドイン	Excel アドイン...
開発	アドイン	COM アドイン...
開発	コントロール	挿入
開発	コントロール	デザイン モード
開発	コントロール	プロパティ
開発	コントロール	コードの表示
開発	コントロール	ダイアログの実行
開発	XML	ソース...
開発	XML	対応付けのプロパティ
開発	XML	拡張パック
開発	XML	データの更新
開発	XML	インポート
開発	XML	エクスポート
ヘルプ	モバイル	Excel モバイル アプリの入手
Sheet1	ヘルプ	ヘルプ
Sheet1	ヘルプ	サポートへのお問い合わせ...
Sheet1	ヘルプ	フィードバック
Sheet1	ヘルプ	トレーニングを表示
Sheet1	ヘルプ	新機能ガイド
Sheet1	ヘルプ	モバイル
Sheet1	ヘルプ	Excel モバイル アプリの入手
Sheet1	ヘルプ	ヘルプ
Sheet1	ヘルプ	サポートへのお問い合わせ...
Sheet1	ヘルプ	フィードバック
Sheet1	ヘルプ	トレーニングを表示
Sheet1	ヘルプ	新機能ガイド
Sheet1	モバイル	Excel モバイル アプリの入手
