# ★取った 紙の「0」を ★2つ目の 窓★で 取り直した★（2026-09-08）
#
# ★★物差しの 欠陥★★
#   `.Value2` は ★0 で ない 値に 0 を 返す★
#   正体 …★最後の 演算が ＋か− の 時だけ、実Excel が ★見せる 時に★ 0 に する★
#     =0.1+0.2-0.3    … .Value2 ★0★ ／ =(式)=0 ★False★ ／ (式)*1e17 5.55
#     =11.1+22.2-33.3 … .Value2 0   ／ =(式)=0 ★True★  ／ (式)*1e17 0
#   ⇒★.Value2 では この 2つが どちらも 0 に 見える★
#
# ★数えた 結果★ 紙 28枚／全 10,775行
#   答えが 0 … ★697行★ ／ 足し引きで 終わる 式 … ★34行★ ／ 両方 … ★22行★
#
# ★★3つの 窓を 同じ 行に 並べた（★後の 人が どちらの 窓か 引き直せる ように★）★★
#   窓① .Value2 ／ 窓② =(式)=0 の 真偽（★本当に 0 か★）／ 窓③ (式)*1e17（★残りの 大きさ★）
#
# ★★土台は 一番 広い 形を 1つ 置いた★★
#   A1:I9 = 行*10+列 ／ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 で 上書き
#   ⇒★元の 紙は 土台が 違う 物が 混ざる★＝★窓①が 元の 紙と 違う 行には 印を 付けた★
#   ⇒★その 行は「土台が 違う」だけかも しれない＝★判じを 保留★★
# 元の紙	式	窓①.Value2	★型★	窓②=0の真偽	窓③*1e17	判じ
golden-346-2026-09-08.tsv	=ERFC(D1)	3.0372298477503124E-87	Number	FALSE	3.037229847750312E-70	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=EVEN(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=EXPON.DIST(D1,D2,0)	2.8659283081319253E-145	Number	FALSE	2.865928308131925E-128	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=EXPONDIST(D1,D2,0)	2.8659283081319253E-145	Number	FALSE	2.865928308131925E-128	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=F.INV.RT(A1:A5,2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=F.INV.RT(A1:A5,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FINV(A1:A5,2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FINV(A1:A5,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FISHER(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FISHERINV(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR(2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR(A1:A5,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR(D1,D2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(2,3,4)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(0.5,1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(A1:A5,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(A1:A5,2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(D1,D2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(D1,D2,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(2,3,TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.MATH(A1:A5,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(A1:A5,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(D1,D2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=FLOOR.PRECISE(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN.PRECISE(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN.PRECISE(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN.PRECISE(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN.PRECISE(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN.PRECISE(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAMMALN.PRECISE(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GAUSS(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GCD(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=GCD("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=HOUR(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMAGINARY(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMARGUMENT(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMARGUMENT(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMARGUMENT(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMARGUMENT(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMARGUMENT("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMARGUMENT(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=IMCSCH(D1)	1.66305743820829E-06	String	FALSE	166305743820.829	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=IMLN(A1)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=IMLOG10(A1)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=IMLOG2(A1)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=IMPRODUCT(D1,D2,0)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=IMPRODUCT(D1,D2,0.05,0.1,100,2,0)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=IMSECH(D1)	1.66305743820599E-06	String	FALSE	166305743820.599	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=INT(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=INT("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=INT(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=ISO.CEILING(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(0.5,1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(0.5,1,2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(0.5,1,2,3,4)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(D1,D2,0.05,0.1,100,2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(D1,D2,0.05,0.1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LCM(D1,D2,0.05,100,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LEFT(0.5)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=LEFT(0.5,1)	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=LINEST(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(A2)	0	Number	TRUE	0	本当に 0
