# ★お金4関数の 紙を うちの 本番の 道で 押して 突き合わせた★（2026-09-09・2件目）
#
# ★正★ golden-okane-4kansuu-2026-09-09.tsv（実Excel の 実測）
# ★押す 道★ 本番と 同じ ①JS層 → ②convertFormula → エンジン
# ★材料は 紙から 読んだ★（31マス）★手で 写して いません★
# ★合う 幅★ 相対 0.000001（★字が そのまま 同じ 物は そのまま 合う★）
#
# 組	式	実Excel	うち	道	判じ	何の 場所
MIRR	=MIRR(M1:M3,0.1,0.12)	0.10000000000000009	0.10000000000000009	JS層	合った	★字が 混ざる★
MIRR	=MIRR(A1:A3,-1,0.12)	0.17132403714770583	0.17132403714770583	JS層	合った	借りる 利率 -1
MIRR	=MIRR(A1:A3,0.1,-1)	#DIV/0!	#DIV/0!	JS層	合った	回す 利率 -1
MIRR	=MIRR(A1:A3,-0.5,0.12)	0.17132403714770583	0.17132403714770583	JS層	合った	借りる 利率 -0.5
MIRR	=MIRR(A1:A3,0.1,-0.5)	0	0	JS層	合った	回す 利率 -0.5
MIRR	=MIRR(A1:A3,-0.01,0.12)	0.17132403714770583	0.17132403714770583	JS層	合った	借りる 利率 -0.01
MIRR	=MIRR(A1:A3,0.1,-0.01)	0.13754120804478998	0.13754120804478998	JS層	合った	回す 利率 -0.01
MIRR	=MIRR(A1:A3,0,0.12)	0.17132403714770583	0.17132403714770583	JS層	合った	借りる 利率 0
MIRR	=MIRR(A1:A3,0.1,0)	0.14017542509913805	0.14017542509913805	JS層	合った	回す 利率 0
MIRR	=MIRR(A1:A3,0.01,0.12)	0.17132403714770583	0.17132403714770583	JS層	合った	借りる 利率 0.01
MIRR	=MIRR(A1:A3,0.1,0.01)	0.14280357017293221	0.14280357017293221	JS層	合った	回す 利率 0.01
NPV	=NPV(0.1,A1:A3)	112.69722013523649	112.69722013523649	エンジン	合った	普通
NPV	=NPV(0.1,C1:C3)	481.59278737791124	481.59278737791124	エンジン	合った	★全部 プラス（断らない はず）★
NPV	=NPV(0.1,G1:G3)	0	0	エンジン	合った	★全部 0★
NPV	=NPV(0.1,K1:K3)	-1.0335167065601457E-13	-1.0335167065601457e-13	エンジン	合った	★空が 混ざる★
NPV	=NPV(0.1,M1:M3)	-1.0335167065601457E-13	-1.0335167065601457e-13	エンジン	合った	★字が 混ざる★
NPV	=NPV(-2,A1:A3)	900	900	エンジン	合った	利率 -2
NPV	=NPV(-1.5,A1:A3)	-1200	-1200	エンジン	合った	利率 -1.5
NPV	=NPV(-1.01,A1:A3)	-693899999.9999981	-693899999.9999982	エンジン	合った	利率 -1.01
NPV	=NPV(-1,A1:A3)	#DIV/0!	#DIV_BY_ZERO	エンジン	合った	利率 -1
NPV	=NPV(-0.99,A1:A3)	705899999.9999981	705899999.9999982	エンジン	合った	利率 -0.99
NPV	=NPV(-0.5,A1:A3)	6000	6000	エンジン	合った	利率 -0.5
NPV	=NPV(0,A1:A3)	300	300	エンジン	合った	利率 0
NPV	=NPV(0.5,A1:A3)	-192.5925925925926	-192.59259259259252	エンジン	合った	利率 0.5
NPV	=NPV(10,A1:A3)	-85.4244928625094	-85.4244928625094	エンジン	合った	利率 10
XNPV	=XNPV(0.1,O1:O3,P1:P3)	253.4216596369007	253.4216596369007	エンジン	合った	普通（日付 昇順）
XNPV	=XNPV(0.1,R1:R3,S1:S3)	#NUM!	#NUM	エンジン	合った	★日付が 逆順★
XNPV	=XNPV(0.1,C1:C3,P1:P3)	581.3796920956559	581.3796920956559	エンジン	合った	★全部 プラス★
XNPV	=XNPV(0.1,O1:O3,P1:P2)	#NUM!	#NUM	エンジン	合った	★範囲の 大きさが 違う★
XNPV	=XNPV(0.1,K1:K3,P1:P3)	#NUM!	#VALUE	エンジン	★誤りの 出方が 違う★	★空が 混ざる★
XNPV	=XNPV(0.1,M1:M3,P1:P3)	#NUM!	#VALUE	エンジン	★誤りの 出方が 違う★	★字が 混ざる★
XNPV	=XNPV(-2,O1:O3,P1:P3)	#NUM!	#NUM	エンジン	合った	利率 -2
XNPV	=XNPV(-1.01,O1:O3,P1:P3)	#NUM!	#NUM	エンジン	合った	利率 -1.01
XNPV	=XNPV(-1,O1:O3,P1:P3)	#NUM!	#NUM	エンジン	合った	利率 -1
XNPV	=XNPV(-0.99,O1:O3,P1:P3)	#NUM!	7847.371130821853	エンジン	★誤りの 出方が 違う★	利率 -0.99
XNPV	=XNPV(-0.5,O1:O3,P1:P3)	#NUM!	702.1955640199656	エンジン	★誤りの 出方が 違う★	利率 -0.5
XNPV	=XNPV(-0.1,O1:O3,P1:P3)	#NUM!	353.7279041810867	エンジン	★誤りの 出方が 違う★	利率 -0.1
XNPV	=XNPV(-0.01,O1:O3,P1:P3)	#NUM!	305.022090126012	エンジン	★誤りの 出方が 違う★	利率 -0.01
XNPV	=XNPV(-0.001,O1:O3,P1:P3)	#NUM!	300.4989854088004	エンジン	★誤りの 出方が 違う★	利率 -0.001
XNPV	=XNPV(0,O1:O3,P1:P3)	#NUM!	300	エンジン	★誤りの 出方が 違う★	利率 0
XNPV	=XNPV(0.0001,O1:O3,P1:P3)	299.9501405358503	299.9501405358503	エンジン	合った	利率 0.0001
XNPV	=XNPV(0.001,O1:O3,P1:P3)	299.50172455904317	299.50172455904317	エンジン	合った	利率 0.001
XNPV	=XNPV(0.01,O1:O3,P1:P3)	295.0489115580393	295.0489115580393	エンジン	合った	利率 0.01
XNPV	=XNPV(0.1,O1:O3,P1:P3)	253.4216596369007	253.4216596369007	エンジン	合った	利率 0.1
XNPV	=XNPV(10,O1:O3,P1:P3)	-458.24579802980463	-458.24579802980463	エンジン	合った	利率 10
#
# ★★締め★★ 全 69本
#   合った ……………………………………… 55
#   ★#NAME?（在るように 見えて 実は 無い）★ … 0
#   ★値が 違う★ ………………………………… 2
#   ★誤りの 出方が 違う★ ……………………… 12
#   ―― 足すと 69 ／ 全 69本
