# ★★出どころは 行ごと★★ … ★下の 「出どころ」の 列を 見て ください★
#   ★実 Excel★ … `kansuu46` の 紙の 組で 押した 行★★正しいかまで 言えます★★
#   ★借り物★   … 紙が 無いので 17通りの 決め打ちで 押した 行★言えるのは「外す前と 同じか」だけ★
#   ★形だけ★   … ★毎回 変わる★ので 答えを 焼いて いない 行（乱数／外へ 出る）
#   ★実 Excel(環境)★ … CELL／INFO★裸の 台では 誤りが 正しい 事も 在る★⇒★違っても「合わない」と 数えて いません★
# ★取った 日★ … 2026-09-15 ／ ★取った 道★ … docs/measured/osu-86-karimono-no-ima.mjs
# ★使い方★ … ★外した 後に これと 突き合わせて「外す前と 同じか」を 見る★
# ★言えない 事★ … ★正しいか★（実 Excel の 答えは docs/measured/kansuu46/ が 持つ・86個中 66個）
# ★★材料の 指紋★★ … ★この 紙は 下の 本を 読んで 取りました★
#   ★下の どれか 1つでも 変わったら この 紙は 古い★＝`tests/kami-no-zairyou.test.mjs` が 赤に します
#   ★「取った日」は「走らせた 証し」では ありません★（2026-09-15 に 実際に 起きた）
# ★材料★	docs/measured/honban-no-michi.mjs	471022e7c9aad377
# ★材料★	docs/measured/kansuu46-no-dodai.mjs	ac76195a0c8e6d70
# ★材料★	docs/measured/osu-86-karimono-no-ima.mjs	dc7bd9cc0cf03214
# ★材料★	docs/measured/osu-kobore-zenmasu.mjs	178a8e6fb09ac172
# ★材料★	docs/measured/zairyou-no-yubimon.mjs	36cf1a2607f2534c
# ★材料★	exally-formula.js	84b73498a553ea58
# ★材料★	hyperformula.full.min.js	6685699641037e65
# ★材料★	lib/bahttext.js	7183ec97cae67895
# ★材料★	lib/bessel.js	94e0e2f531ef165f
# ★材料★	lib/formula-cell-plug.js	be6c9d764d9bb11d
# ★材料★	lib/formula-cell.js	29b49e8dd5616b53
# ★材料★	lib/formula-complex-plug.js	906c8b26d062cf31
# ★材料★	lib/formula-complex.js	b4f4f02d3c362dc1
# ★材料★	lib/formula-extra-plug.js	459b42905c38e161
# ★材料★	lib/formula-extra.js	59bd8b027f98d14b
# ★材料★	lib/formula-filterxml-plug.js	75d4d7e80636ca46
# ★材料★	lib/formula-filterxml.js	4c0cef3922adef0d
# ★材料★	lib/formula-kane-plug.js	4efd5b56625781db
# ★材料★	lib/formula-kane.js	05303fa02d332390
# ★材料★	lib/formula-nokori-plug.js	61d97d629c7cf436
# ★材料★	lib/formula-nokori.js	be5edea8405bddb8
# ★材料★	lib/formula-soto-plug.js	b93486fb422fe583
# ★材料★	lib/formula-soto.js	b3ff67ad7dc3a3e5
# ★材料★	lib/formula-yosoku-plug.js	7b458111718fc18f
# ★材料★	lib/formula-yosoku.js	4a9b28e27b73421d
# ★材料★	lib/shiki-afure.js	bdd4210548da3ff1
# ★材料★	lib/shiki-basho.js	37b6c08630fe1aad
# ★材料★	lib/shiki-hyou.js	f57c6e45657a13c6
# ★材料★	lib/shiki-kansuu.js	2ba540f722870def
# ★材料★	lib/shiki-katachi.js	26e618a2a4f3f211
# ★材料★	lib/shiki-keisan.js	6d1100a401e9744e
# ★材料★	lib/shiki-kiru.js	21ea4c9458b0adc3
# ★材料★	lib/shiki-sansho.js	3aecc5db32732d8d
# ★材料★	lib/shiki-tsunagi.js	f5d0d6b50227edd3
# ★材料★	lib/shoshiki.js	01ef4406e431ad65
# ★材料★	lib/tanni-hyou.js	25c4010a081e1bc6
関数	式または引数の組	★出どころ★	道	出た字	実 Excel の 答え	判	紙
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4,4)	★実 Excel★	エンジン	50.833333333333336	50.833333333333336	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4)	★実 Excel★	エンジン	50.833333333333336	50.833333333333336	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,0)	★実 Excel★	エンジン	49.99999999999999	49.99999999999999	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,1)	★実 Excel★	エンジン	50.1098901098901	50.1098901098901	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,2)	★実 Excel★	エンジン	50.333333333333336	50.333333333333336	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,3)	★実 Excel★	エンジン	50.054794520547944	50.054794520547944	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,4)	★実 Excel★	エンジン	49.99999999999999	49.99999999999999	合う	golden-kane-2026-09-07.tsv
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2)	★実 Excel★	エンジン	49.99999999999999	49.99999999999999	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2008,4,1),DATE(2008,6,15),0.1,1000,0)	★実 Excel★	エンジン	20.555555555555554	20.555555555555554	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2008,4,1),DATE(2008,6,15),0.1,1000,1)	★実 Excel★	エンジン	20.491803278688526	20.491803278688526	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2008,4,1),DATE(2008,6,15),0.1,1000,2)	★実 Excel★	エンジン	20.833333333333336	20.833333333333336	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2008,4,1),DATE(2008,6,15),0.1,1000,3)	★実 Excel★	エンジン	20.54794520547945	20.54794520547945	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2008,4,1),DATE(2008,6,15),0.1,1000,4)	★実 Excel★	エンジン	20.555555555555554	20.555555555555554	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2008,4,1),DATE(2008,6,15),0.1,1000)	★実 Excel★	エンジン	20.555555555555554	20.555555555555554	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2007,10,3),DATE(2008,2,28),0.06,5000,0)	★実 Excel★	エンジン	120.83333333333334	120.83333333333334	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2007,10,3),DATE(2008,2,28),0.06,5000,1)	★実 Excel★	エンジン	121.64383561643835	121.64383561643835	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2007,10,3),DATE(2008,2,28),0.06,5000,2)	★実 Excel★	エンジン	123.33333333333333	123.33333333333333	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2007,10,3),DATE(2008,2,28),0.06,5000,3)	★実 Excel★	エンジン	121.64383561643835	121.64383561643835	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2007,10,3),DATE(2008,2,28),0.06,5000,4)	★実 Excel★	エンジン	120.83333333333334	120.83333333333334	合う	golden-kane-2026-09-07.tsv
ACCRINTM	=ACCRINTM(DATE(2007,10,3),DATE(2008,2,28),0.06,5000)	★実 Excel★	エンジン	120.83333333333334	120.83333333333334	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,1,0.15,0)	★実 Excel★	エンジン	776	776	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,1,0.15,1)	★実 Excel★	エンジン	776	776	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,1,0.15,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,1,0.15,3)	★実 Excel★	エンジン	776	776	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,1,0.15,4)	★実 Excel★	エンジン	777	777	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,1,0.15)	★実 Excel★	エンジン	776	776	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,3,0.15,0)	★実 Excel★	エンジン	303	303	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,3,0.15,1)	★実 Excel★	エンジン	303	303	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,3,0.15,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,3,0.15,3)	★実 Excel★	エンジン	303	303	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,3,0.15,4)	★実 Excel★	エンジン	304	304	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,3,0.15)	★実 Excel★	エンジン	303	303	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,0)	★実 Excel★	エンジン	158	158	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,1)	★実 Excel★	エンジン	158	158	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,3)	★実 Excel★	エンジン	158	158	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,4)	★実 Excel★	エンジン	158	158	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15)	★実 Excel★	エンジン	158	158	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,0)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,1)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,3)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,4)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,0)	★実 Excel★	エンジン	2015	2015	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,1)	★実 Excel★	エンジン	2017	2017	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,3)	★実 Excel★	エンジン	2017	2017	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,4)	★実 Excel★	エンジン	2018	2018	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25)	★実 Excel★	エンジン	2015	2015	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,0,0.25,0)	★実 Excel★	エンジン	3552	3552	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,0,0.25,1)	★実 Excel★	エンジン	3545	3545	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,0,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,0,0.25,3)	★実 Excel★	エンジン	3545	3545	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,0,0.25,4)	★実 Excel★	エンジン	3542	3542	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,0,0.25)	★実 Excel★	エンジン	3552	3552	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,1,0.25,0)	★実 Excel★	エンジン	2418	2418	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,1,0.25,1)	★実 Excel★	エンジン	2421	2421	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,1,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,1,0.25,3)	★実 Excel★	エンジン	2421	2421	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,1,0.25,4)	★実 Excel★	エンジン	2422	2422	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,1,0.25)	★実 Excel★	エンジン	2418	2418	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,0)	★実 Excel★	エンジン	2015	2015	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,1)	★実 Excel★	エンジン	2017	2017	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,3)	★実 Excel★	エンジン	2017	2017	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,4)	★実 Excel★	エンジン	2018	2018	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25)	★実 Excel★	エンジン	2015	2015	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,0)	★実 Excel★	エンジン	2015	2015	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,1)	★実 Excel★	エンジン	2017	2017	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,3)	★実 Excel★	エンジン	2017	2017	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,4)	★実 Excel★	エンジン	2018	2018	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25)	★実 Excel★	エンジン	2015	2015	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,4,0.25,0)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,4,0.25,1)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,4,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,4,0.25,3)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,4,0.25,4)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,4,0.25)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,5,0.25,0)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,5,0.25,1)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,5,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,5,0.25,3)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,5,0.25,4)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,5,0.25)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,6,0.25,0)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,6,0.25,1)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,6,0.25,2)	★実 Excel★	エンジン	#NUM!	#NUM!	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,6,0.25,3)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,6,0.25,4)	★実 Excel★	エンジン	0	0	合う	golden-kane-2026-09-07.tsv
