# ★ODDF の 残り 1本 と ODDL の 6本を 実Excel に 聞いた★（2026-09-18）
#
# ★問いは 紙から 機械で 拾いました★ ... kansuu46/oddf-nokori-1pon-kiku-koto.md
# ★材料は 要りません★（全部 その場の 日付）
#
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# ★どの 文字コードか★ ... ANSI 932 ／ ja-JP
#
# 番	式	答え	出る字	=(式)=0	型
39	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.765199612696492	99.7652	False	Double
40	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,30), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.765199612696492	99.7652	False	Double
41	=ODDLPRICE(DATE(2009,3,10), DATE(2009,9,15), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.7154746918912	99.71547	False	Double
42	=ODDLPRICE(DATE(2009,5,30), DATE(2009,8,31), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.87648188803513	99.87648	False	Double
43	=ODDLPRICE(DATE(2009,5,31), DATE(2009,8,31), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.863981888035141	99.86398	False	Double
44	=ODDLPRICE(DATE(2009,6,1), DATE(2009,8,31), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.878000205846021	99.878	False	Double
45	=ODDLPRICE(DATE(2009,7,15), DATE(2009,8,31), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.948638340466658	99.94864	False	Double
46	=ODDLPRICE(DATE(2009,3,10), DATE(2009,5,31), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.901977860226324	99.90198	False	Double
47	=ODDLPRICE(DATE(2009,3,10), DATE(2009,11,30), DATE(2008,11,30), 0.045,0.05,100,4,0)	99.632270141087318	99.63227	False	Double
48	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0.045,0,100,4,0)	102.1471590909091	102.1472	False	Double
49	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0,0.05,100,4,0)	97.696364140993609	97.69636	False	Double
50	=ODDLPRICE(DATE(2009,3,10), DATE(2009,8,31), DATE(2008,11,30), 0,0,100,4,0)	100	100	False	Double
# ★★押すのに かかった 秒 ... 0.7★★
