# ★DFC と A を 別々に 取り出す★（2026-09-17・5回目）
#
# ★考え★ DFC の 項は 割^DSC で 割られ、A の 項は 割られません
#   ⇒★利回りを 3つ 変えれば DFC と A が 分かれ、揃うかも 見られます★
#   ★DSC は 4枠目の「利率 0」で 既に 出て います★
#
# ★見込みは 聞く 前に 書いて あります★ … kansuu46/oddf-gowakume-no-an.md
#
# ★2つ目の 窓★ `=(式)=0` … `.Value2` は 0 で ない 値に 0 を 返す
#
# ★どの Excel か★ … 版 16.0 ／ build 20326
#
# 訳	式	答え	出る字	=(式)=0	型
ODDF 利回り0.08 端数2期 (basis=0)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2009,1,1),DATE(2010,1,1),0.06,0.08,100,2,0)	93.3821898598501	93.38219	False	Double
ODDF 利回り0.08 端数2期 (basis=1)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2009,1,1),DATE(2010,1,1),0.06,0.08,100,2,1)	93.377024466875625	93.37702	False	Double
ODDF 利回り0.08 端数2期 (basis=2)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2009,1,1),DATE(2010,1,1),0.06,0.08,100,2,2)	93.373340323402417	93.37334	False	Double
ODDF 利回り0.08 端数2期 (basis=3)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2009,1,1),DATE(2010,1,1),0.06,0.08,100,2,3)	93.382470304705279	93.38247	False	Double
ODDF 利回り0.08 端数2期 (basis=4)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2009,1,1),DATE(2010,1,1),0.06,0.08,100,2,4)	93.3821898598501	93.38219	False	Double
ODDF 利回り0.03 端数3期 (basis=0)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.03,100,2,0)	110.66485015789299	110.6649	False	Double
ODDF 利回り0.03 端数3期 (basis=1)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.03,100,2,1)	110.67437423226487	110.6744	False	Double
ODDF 利回り0.03 端数3期 (basis=2)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.03,100,2,2)	110.66090480746134	110.6609	False	Double
ODDF 利回り0.03 端数3期 (basis=3)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.03,100,2,3)	110.69126402630806	110.6913	False	Double
ODDF 利回り0.03 端数3期 (basis=4)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.03,100,2,4)	110.66485015789299	110.6649	False	Double
ODDF 利回り0.05 端数3期 (basis=0)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.05,100,2,0)	103.24824924306823	103.2482	False	Double
ODDF 利回り0.05 端数3期 (basis=1)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.05,100,2,1)	103.25084225500319	103.2508	False	Double
ODDF 利回り0.05 端数3期 (basis=2)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.05,100,2,2)	103.23278957780325	103.2328	False	Double
ODDF 利回り0.05 端数3期 (basis=3)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.05,100,2,3)	103.27255413673728	103.2726	False	Double
ODDF 利回り0.05 端数3期 (basis=4)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.05,100,2,4)	103.24824924306823	103.2482	False	Double
ODDF 利回り0.08 端数3期 (basis=0)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.08,100,2,0)	93.192358324588014	93.19236	False	Double
ODDF 利回り0.08 端数3期 (basis=1)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.08,100,2,1)	93.186381138678357	93.18638	False	Double
ODDF 利回り0.08 端数3期 (basis=2)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.08,100,2,2)	93.162433492042013	93.16243	False	Double
ODDF 利回り0.08 端数3期 (basis=3)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.08,100,2,3)	93.213971174193361	93.21397	False	Double
ODDF 利回り0.08 端数3期 (basis=4)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.08,100,2,4)	93.192358324588014	93.19236	False	Double
ODDL f=2 利回り0.03 第1期の中 (basis=1)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.03,100,2,1)	101.26138450528185	101.2614	False	Double
ODDL f=2 利回り0.03 第1期の中 (basis=2)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.03,100,2,2)	101.26138450528185	101.2614	False	Double
ODDL f=2 利回り0.03 第1期の中 (basis=3)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.03,100,2,3)	101.26138450528185	101.2614	False	Double
ODDL f=2 利回り0.05 第1期の中 (basis=1)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.05,100,2,1)	99.557875048624055	99.55788	False	Double
ODDL f=2 利回り0.05 第1期の中 (basis=2)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.05,100,2,2)	99.557875048624055	99.55788	False	Double
ODDL f=2 利回り0.05 第1期の中 (basis=3)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.05,100,2,3)	99.557875048624055	99.55788	False	Double
ODDL f=2 利回り0.08 第1期の中 (basis=1)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.08,100,2,1)	97.1068588860573	97.10686	False	Double
ODDL f=2 利回り0.08 第1期の中 (basis=2)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.08,100,2,2)	97.1068588860573	97.10686	False	Double
ODDL f=2 利回り0.08 第1期の中 (basis=3)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,11,30),DATE(2008,11,30),0.045,0.08,100,2,3)	97.1068588860573	97.10686	False	Double
ODDL f=4 利回り0.03 第1期の中 (basis=1)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.03,100,4,1)	100.9417062656499	100.9417	False	Double
ODDL f=4 利回り0.03 第1期の中 (basis=2)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.03,100,4,2)	100.9417062656499	100.9417	False	Double
ODDL f=4 利回り0.03 第1期の中 (basis=3)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.03,100,4,3)	100.9417062656499	100.9417	False	Double
ODDL f=4 利回り0.05 第1期の中 (basis=1)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,1)	99.716504638305835	99.7165	False	Double
ODDL f=4 利回り0.05 第1期の中 (basis=2)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,2)	99.716504638305835	99.7165	False	Double
ODDL f=4 利回り0.05 第1期の中 (basis=3)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,3)	99.716504638305835	99.7165	False	Double
ODDL f=4 利回り0.08 第1期の中 (basis=1)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.08,100,4,1)	97.933167129919369	97.93317	False	Double
ODDL f=4 利回り0.08 第1期の中 (basis=2)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.08,100,4,2)	97.933167129919369	97.93317	False	Double
ODDL f=4 利回り0.08 第1期の中 (basis=3)	=ODDLPRICE(DATE(2009,1,15),DATE(2009,8,31),DATE(2008,11,30),0.045,0.08,100,4,3)	97.933167129919369	97.93317	False	Double
対照1(紙に在る・○のはず)	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2,2)	113.59879960832529	113.5988	False	Double
対照2(紙に在る・○のはず)	=ODDFPRICE(DATE(2009,3,1),DATE(2013,1,1),DATE(2009,1,1),DATE(2010,1,1),0.06,0.05,100,2,1)	103.37232293583249	103.3723	False	Double
対照3(前の枠と同じ・○のはず)	=ODDFPRICE(DATE(2009,7,1),DATE(2013,1,1),DATE(2008,7,1),DATE(2010,1,1),0.06,0.05,100,2,3)	103.03027970006697	103.0303	False	Double
