# ★実Excel に 打たせた 答え★（入 C:\Users\zeroa\exally-wt-46b\docs\measured\kansuu46\cases-convert.txt）
# 取った 日 … 2026-09-07
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326 ／ UI の 言語 1041
# ★読み方★ … 数は .Value2 を 'R'（丸めない 書き方）で 出している
# 関数	式	実Excel の 答え	型
CONVERT	=CONVERT(1,"Gbit","bit")	1000000000	Double
CONVERT	=CONVERT(1,"Mm","m")	1000000	Double
CONVERT	=CONVERT(1,"Mbit","bit")	1000000	Double
CONVERT	=CONVERT(1,"km","m")	1000	Double
CONVERT	=CONVERT(1,"kbit","bit")	1000	Double
CONVERT	=CONVERT(1,"hm","m")	100	Double
CONVERT	=CONVERT(1,"hbit","bit")	100	Double
CONVERT	=CONVERT(1,"em","m")	10	Double
CONVERT	=CONVERT(1,"ebit","bit")	10	Double
CONVERT	=CONVERT(1,"dm","m")	0.1	Double
CONVERT	=CONVERT(1,"dbit","bit")	0.1	Double
CONVERT	=CONVERT(1,"cm","m")	0.01	Double
CONVERT	=CONVERT(1,"cbit","bit")	0.01	Double
CONVERT	=CONVERT(1,"mm","m")	0.001	Double
CONVERT	=CONVERT(1,"mbit","bit")	0.001	Double
CONVERT	=CONVERT(1,"um","m")	1E-06	Double
CONVERT	=CONVERT(1,"ubit","bit")	1E-06	Double
CONVERT	=CONVERT(1,"nm","m")	1E-09	Double
CONVERT	=CONVERT(1,"nbit","bit")	1E-09	Double
CONVERT	=CONVERT(1,"pm","m")	1E-12	Double
CONVERT	=CONVERT(1,"pbit","bit")	1E-12	Double
CONVERT	=CONVERT(1,"fm","m")	1E-15	Double
CONVERT	=CONVERT(1,"fbit","bit")	1E-15	Double
CONVERT	=CONVERT(1,"am","m")	1E-18	Double
CONVERT	=CONVERT(1,"abit","bit")	1E-18	Double
CONVERT	=CONVERT(1,"zm","m")	1E-21	Double
CONVERT	=CONVERT(1,"zbit","bit")	1E-21	Double
CONVERT	=CONVERT(1,"ym","m")	1E-24	Double
CONVERT	=CONVERT(1,"ybit","bit")	1E-24	Double
CONVERT	=CONVERT(1,"dam","m")	10	Double
CONVERT	=CONVERT(1,"dabit","bit")	10	Double
CONVERT	=CONVERT(1,"Yim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Yibit","bit")	1.2089258196146292E+24	Double
CONVERT	=CONVERT(1,"Zim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Zibit","bit")	1.1805916207174113E+21	Double
CONVERT	=CONVERT(1,"Eim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Eibit","bit")	1.152921504606847E+18	Double
CONVERT	=CONVERT(1,"Pim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Pibit","bit")	1125899906842624	Double
CONVERT	=CONVERT(1,"Tim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Tibit","bit")	1099511627776	Double
CONVERT	=CONVERT(1,"Gim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Gibit","bit")	1073741824	Double
CONVERT	=CONVERT(1,"Mim","m")	#N/A	error値
CONVERT	=CONVERT(1,"Mibit","bit")	1048576	Double
CONVERT	=CONVERT(1,"kim","m")	#N/A	error値
CONVERT	=CONVERT(1,"kibit","bit")	1024	Double
CONVERT	=CONVERT(0,"C","C")	0	Double
CONVERT	=CONVERT(100,"C","C")	100	Double
CONVERT	=CONVERT(0,"C","C")	0	Double
CONVERT	=CONVERT(100,"C","C")	100	Double
CONVERT	=CONVERT(0,"cel","C")	0	Double
CONVERT	=CONVERT(100,"cel","C")	100	Double
CONVERT	=CONVERT(0,"C","cel")	0	Double
CONVERT	=CONVERT(100,"C","cel")	100	Double
CONVERT	=CONVERT(0,"F","C")	-17.77777777777778	Double
CONVERT	=CONVERT(100,"F","C")	37.77777777777778	Double
CONVERT	=CONVERT(0,"C","F")	32	Double
CONVERT	=CONVERT(100,"C","F")	212	Double
CONVERT	=CONVERT(0,"fah","C")	-17.77777777777778	Double
CONVERT	=CONVERT(100,"fah","C")	37.77777777777778	Double
CONVERT	=CONVERT(0,"C","fah")	32	Double
CONVERT	=CONVERT(100,"C","fah")	212	Double
CONVERT	=CONVERT(0,"K","C")	-273.15	Double
CONVERT	=CONVERT(100,"K","C")	-173.14999999999998	Double
CONVERT	=CONVERT(0,"C","K")	273.15	Double
CONVERT	=CONVERT(100,"C","K")	373.15	Double
CONVERT	=CONVERT(0,"kel","C")	-273.15	Double
CONVERT	=CONVERT(100,"kel","C")	-173.14999999999998	Double
CONVERT	=CONVERT(0,"C","kel")	273.15	Double
CONVERT	=CONVERT(100,"C","kel")	373.15	Double
CONVERT	=CONVERT(0,"Rank","C")	-273.15	Double
CONVERT	=CONVERT(100,"Rank","C")	-217.59444444444443	Double
CONVERT	=CONVERT(0,"C","Rank")	491.66999999999996	Double
CONVERT	=CONVERT(100,"C","Rank")	671.67	Double
CONVERT	=CONVERT(0,"Reau","C")	0	Double
CONVERT	=CONVERT(100,"Reau","C")	125	Double
CONVERT	=CONVERT(0,"C","Reau")	0	Double
CONVERT	=CONVERT(100,"C","Reau")	80	Double
CONVERT	=CONVERT(1,"m","g")	#N/A	error値
CONVERT	=CONVERT(1,"あ","cm")	#N/A	error値
CONVERT	=CONVERT(1,"m","")	#N/A	error値
CONVERT	=CONVERT(1,"M","m")	#N/A	error値
CONVERT	=CONVERT(1,"km","M")	#N/A	error値
CONVERT	=CONVERT(1,"kg","g")	1000	Double
CONVERT	=CONVERT(1,"kibyte","byte")	1024	Double
CONVERT	=CONVERT(1,"Mibyte","byte")	1048576	Double
CONVERT	=CONVERT(1,"kbyte","byte")	1000	Double
