# ★答えを 1度も 確かめていない 関数を 実Excel に 聞いた★
# 取った 日 … 2026-09-08 ／ ★司さん「答え確かめて」★
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★やり方★ 引数の 形を 53 通り 用意し、★実Excel が 誤りに しなかった 形を 全部★ 採る
#   ⇒★人が 決めるのは 形の 候補だけ／どれが 正しいかは 実Excel が 決める★
#   ⇒★1本だけだと『当たり前の 答え』で 通ってしまう★ので ★当たった 形は 全部 残す★
# ★材料★ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★数★ 関数 346個 ／ 呼び方が 見つかった 316 個 ／ 見つからない 30 個 ／ 式 3599 本
# ★呼び方が 見つからない★ … 
# ★呼び方が 見つからない★ … BINOM.DIST BINOM.DIST.RANGE BINOM.INV BINOMDIST CRITBINOM CUMIPMT CUMPRINC DAVERAGE DCOUNTA DGET DMAX DMIN DPRODUCT DSTDEV DSTDEVP DVAR DVARP HLOOKUP MAKEARRAY MAP MIRR NEGBINOM.DIST NEGBINOMDIST PERCENTILE.EXC RATE REDUCE SCAN T.TEST TTEST XIRR
# 関数	式	実Excel の 答え	型
ADDRESS	=ADDRESS(2,3,4,5)	C2	String
ADDRESS	=ADDRESS(1,2,3,4,5)	'5'!$B1	String
ADDRESS	=ADDRESS("101",2)	$B$101	String
ADDRESS	=ADDRESS(A1:A5,B1:B5)	$B$1	String
ADDRESS	=ADDRESS(A1:A5,2)	$B$1	String
ADDRESS	=ADDRESS(A1:A5,2,3)	$B1	String
ADDRESS	=ADDRESS(A1:A5,A1)	$A$1	String
ADDRESS	=ADDRESS(A1:A5,1,B1:B5,1)	A$1	String
ADDRESS	=ADDRESS(D1,2)	$B$45292	String
ADDRESS	=ADDRESS(2,TRUE)	$A$2	String
ADDRESS	=ADDRESS(2,3,TRUE)	$C$2	String
ADDRESS	=ADDRESS(A1:A5,B1:B5,1)	$B$1	String
ADDRESS	=ADDRESS(2,3,4,5,6)	'6'!C2	String
ADDRESS	=ADDRESS(2.5,1)	$A$2	String
ARABIC	=ARABIC("IV")	4	Double
ARABIC	=ARABIC("MMXXIV")	2024	Double
ASIN	=ASIN(A1)	1.5707963267948966	Double
ASIN	=ASIN(A1:A5)	1.5707963267948966	Double
ASIN	=ASIN(0.5)	0.52359877559829893	Double
ASIN	=ASIN("12:30")	0.5478268509669495	Double
ASIN	=ASIN(TRUE)	1.5707963267948966	Double
ASIN	=ASIN(FALSE)	0	Double
ASINH	=ASINH(A1)	0.88137358701954294	Double
ASINH	=ASINH(A2)	1.4436354751788103	Double
ASINH	=ASINH(A1:A5)	0.88137358701954294	Double
ASINH	=ASINH(B1:B5)	1.4436354751788103	Double
ASINH	=ASINH(2)	1.4436354751788103	Double
ASINH	=ASINH(0.5)	0.48121182505960347	Double
ASINH	=ASINH("2024-01-15")	11.414341933713221	Double
ASINH	=ASINH("12:30")	0.49976766567079411	Double
ASINH	=ASINH(D1)	11.414032876115746	Double
ASINH	=ASINH(TRUE)	0.88137358701954294	Double
ASINH	=ASINH(FALSE)	0	Double
ASINH	=ASINH(-2)	-1.4436354751788103	Double
ATAN	=ATAN(A1)	0.78539816339744828	Double
ATAN	=ATAN(A2)	1.1071487177940904	Double
ATAN	=ATAN(A1:A5)	0.78539816339744828	Double
ATAN	=ATAN(B1:B5)	1.1071487177940904	Double
ATAN	=ATAN(2)	1.1071487177940904	Double
ATAN	=ATAN(0.5)	0.46364760900080609	Double
ATAN	=ATAN("2024-01-15")	1.5707742546631738	Double
ATAN	=ATAN("12:30")	0.48017502960352693	Double
ATAN	=ATAN(D1)	1.5707742478405595	Double
ATAN	=ATAN(TRUE)	0.78539816339744828	Double
ATAN	=ATAN(FALSE)	0	Double
ATAN	=ATAN(-2)	-1.1071487177940904	Double
ATAN2	=ATAN2(2,3)	0.982793723247329	Double
ATAN2	=ATAN2(0.5,1)	1.1071487177940904	Double
ATAN2	=ATAN2("101",2)	0.019799392566392866	Double
ATAN2	=ATAN2(A1:A5,B1:B5)	1.1071487177940904	Double
ATAN2	=ATAN2(A1:A5,2)	1.1071487177940904	Double
ATAN2	=ATAN2(A1:A5,A1)	0.78539816339744828	Double
ATAN2	=ATAN2(D1,D2)	0.79340324893031289	Double
ATAN2	=ATAN2(D1,2)	4.415790865274337E-05	Double
ATAN2	=ATAN2(2,TRUE)	0.46364760900080609	Double
ATAN2	=ATAN2(2.5,1)	0.3805063771123649	Double
ATANH	=ATANH(0.5)	0.54930614433405489	Double
ATANH	=ATANH("12:30")	0.57748261260962086	Double
ATANH	=ATANH(FALSE)	0	Double
AVEDEV	=AVEDEV(A1)	0	Double
AVEDEV	=AVEDEV(A2)	0	Double
AVEDEV	=AVEDEV(A1:A5)	1.2	Double
AVEDEV	=AVEDEV(B1:B5)	2.4	Double
AVEDEV	=AVEDEV(A1:B5)	2.2	Double
AVEDEV	=AVEDEV(2)	0	Double
AVEDEV	=AVEDEV(2,3)	0.5	Double
AVEDEV	=AVEDEV(2,3,4)	0.66666666666666663	Double
AVEDEV	=AVEDEV(2,3,4,5)	1	Double
AVEDEV	=AVEDEV(1,2,3,4,5)	1.2	Double
AVEDEV	=AVEDEV(1,2,3,4,5,6)	1.5	Double
AVEDEV	=AVEDEV(1,2,3,4,5,6,7)	1.7142857142857142	Double
AVEDEV	=AVEDEV(0.5)	0	Double
AVEDEV	=AVEDEV(0.5,1)	0.25	Double
AVEDEV	=AVEDEV(0.5,1,2)	0.55555555555555558	Double
AVEDEV	=AVEDEV(0.5,1,2,3)	0.875	Double
AVEDEV	=AVEDEV(0.5,1,2,3,4)	1.1199999999999999	Double
AVEDEV	=AVEDEV("2024-01-15")	0	Double
AVEDEV	=AVEDEV("12:30")	0	Double
AVEDEV	=AVEDEV("101",2)	49.5	Double
AVEDEV	=AVEDEV(A1:A5,B1:B5)	2.2	Double
AVEDEV	=AVEDEV(A1:A5,2)	1.1666666666666667	Double
AVEDEV	=AVEDEV(A1:A5,2,3)	1.0204081632653061	Double
AVEDEV	=AVEDEV(A1:B5,2,FALSE)	2.2500000000000004	Double
AVEDEV	=AVEDEV(A1:A5,A1)	1.3333333333333333	Double
AVEDEV	=AVEDEV(A1:A5,1,B1:B5,1)	2.2500000000000004	Double
AVEDEV	=AVEDEV(D1)	0	Double
AVEDEV	=AVEDEV(D1,D2)	365.5	Double
AVEDEV	=AVEDEV(D1,2)	22645	Double
AVEDEV	=AVEDEV(D1,D2,1)	20291.777777777777	Double
AVEDEV	=AVEDEV(D1,D2,0)	20292.222222222223	Double
AVEDEV	=AVEDEV(D1,D2,0.05,0.1,100,2,0)	18627.375510204081	Double
AVEDEV	=AVEDEV(D1,D2,0.05,0.1,2)	21915.256	Double
AVEDEV	=AVEDEV(D1,D2,0.05,100,2)	21899.272000000004	Double
AVEDEV	=AVEDEV(TRUE)	0	Double
AVEDEV	=AVEDEV(FALSE)	0	Double
AVEDEV	=AVEDEV(2,TRUE)	0.5	Double
AVEDEV	=AVEDEV(2,3,TRUE)	0.66666666666666663	Double
AVEDEV	=AVEDEV(A1:A5,B1:B5,1)	2.2314049586776861	Double
AVEDEV	=AVEDEV(2,3,4,5,6)	1.2	Double
AVEDEV	=AVEDEV(-2)	0	Double
AVEDEV	=AVEDEV(2.5,1)	0.75	Double
AVERAGE	=AVERAGE(A1)	1	Double
AVERAGE	=AVERAGE(A2)	2	Double
AVERAGE	=AVERAGE(A1:A5)	3	Double
AVERAGE	=AVERAGE(B1:B5)	6	Double
AVERAGE	=AVERAGE(A1:B5)	4.5	Double
AVERAGE	=AVERAGE(2)	2	Double
AVERAGE	=AVERAGE(2,3)	2.5	Double
AVERAGE	=AVERAGE(2,3,4)	3	Double
AVERAGE	=AVERAGE(2,3,4,5)	3.5	Double
AVERAGE	=AVERAGE(1,2,3,4,5)	3	Double
AVERAGE	=AVERAGE(1,2,3,4,5,6)	3.5	Double
AVERAGE	=AVERAGE(1,2,3,4,5,6,7)	4	Double
AVERAGE	=AVERAGE(0.5)	0.5	Double
AVERAGE	=AVERAGE(0.5,1)	0.75	Double
AVERAGE	=AVERAGE(0.5,1,2)	1.1666666666666667	Double
AVERAGE	=AVERAGE(0.5,1,2,3)	1.625	Double
AVERAGE	=AVERAGE(0.5,1,2,3,4)	2.1	Double
AVERAGE	=AVERAGE("2024-01-15")	45306	Double
AVERAGE	=AVERAGE("12:30")	0.52083333333333337	Double
AVERAGE	=AVERAGE("101",2)	51.5	Double
AVERAGE	=AVERAGE(A1:A5,B1:B5)	4.5	Double
AVERAGE	=AVERAGE(A1:A5,2)	2.8333333333333335	Double
AVERAGE	=AVERAGE(A1:A5,2,3)	2.8571428571428572	Double
AVERAGE	=AVERAGE(A1:B5,2,FALSE)	3.9166666666666665	Double
AVERAGE	=AVERAGE(A1:A5,A1)	2.6666666666666665	Double
AVERAGE	=AVERAGE(A1:A5,1,B1:B5,1)	3.9166666666666665	Double
AVERAGE	=AVERAGE(D1)	45292	Double
AVERAGE	=AVERAGE(D1,D2)	45657.5	Double
AVERAGE	=AVERAGE(D1,2)	22647	Double
AVERAGE	=AVERAGE(D1,D2,1)	30438.666666666668	Double
AVERAGE	=AVERAGE(D1,D2,0)	30438.333333333332	Double
AVERAGE	=AVERAGE(D1,D2,0.05,0.1,100,2,0)	13059.592857142858	Double
AVERAGE	=AVERAGE(D1,D2,0.05,0.1,2)	18263.43	Double
AVERAGE	=AVERAGE(D1,D2,0.05,100,2)	18283.41	Double
AVERAGE	=AVERAGE(TRUE)	1	Double
AVERAGE	=AVERAGE(FALSE)	0	Double
AVERAGE	=AVERAGE(2,TRUE)	1.5	Double
AVERAGE	=AVERAGE(2,3,TRUE)	2	Double
AVERAGE	=AVERAGE(A1:A5,B1:B5,1)	4.1818181818181817	Double
AVERAGE	=AVERAGE(2,3,4,5,6)	4	Double
AVERAGE	=AVERAGE(-2)	-2	Double
AVERAGE	=AVERAGE(2.5,1)	1.75	Double
AVERAGEA	=AVERAGEA(A1)	1	Double
AVERAGEA	=AVERAGEA(A2)	2	Double
AVERAGEA	=AVERAGEA(A1:A5)	3	Double
AVERAGEA	=AVERAGEA(B1:B5)	6	Double
AVERAGEA	=AVERAGEA(A1:B5)	4.5	Double
AVERAGEA	=AVERAGEA(2)	2	Double
AVERAGEA	=AVERAGEA(2,3)	2.5	Double
AVERAGEA	=AVERAGEA(2,3,4)	3	Double
AVERAGEA	=AVERAGEA(2,3,4,5)	3.5	Double
AVERAGEA	=AVERAGEA(1,2,3,4,5)	3	Double
AVERAGEA	=AVERAGEA(1,2,3,4,5,6)	3.5	Double
AVERAGEA	=AVERAGEA(1,2,3,4,5,6,7)	4	Double
AVERAGEA	=AVERAGEA(0.5)	0.5	Double
AVERAGEA	=AVERAGEA(0.5,1)	0.75	Double
AVERAGEA	=AVERAGEA(0.5,1,2)	1.1666666666666667	Double
AVERAGEA	=AVERAGEA(0.5,1,2,3)	1.625	Double
AVERAGEA	=AVERAGEA(0.5,1,2,3,4)	2.1	Double
AVERAGEA	=AVERAGEA("2024-01-15")	45306	Double
AVERAGEA	=AVERAGEA("12:30")	0.52083333333333337	Double
AVERAGEA	=AVERAGEA("101",2)	51.5	Double
AVERAGEA	=AVERAGEA(A1:A5,B1:B5)	4.5	Double
AVERAGEA	=AVERAGEA(A1:A5,2)	2.8333333333333335	Double
AVERAGEA	=AVERAGEA(A1:A5,2,3)	2.8571428571428572	Double
AVERAGEA	=AVERAGEA(A1:B5,2,FALSE)	3.9166666666666665	Double
AVERAGEA	=AVERAGEA(A1:A5,A1)	2.6666666666666665	Double
AVERAGEA	=AVERAGEA(A1:A5,1,B1:B5,1)	3.9166666666666665	Double
AVERAGEA	=AVERAGEA(D1)	45292	Double
AVERAGEA	=AVERAGEA(D1,D2)	45657.5	Double
AVERAGEA	=AVERAGEA(D1,2)	22647	Double
AVERAGEA	=AVERAGEA(D1,D2,1)	30438.666666666668	Double
AVERAGEA	=AVERAGEA(D1,D2,0)	30438.333333333332	Double
AVERAGEA	=AVERAGEA(D1,D2,0.05,0.1,100,2,0)	13059.592857142858	Double
AVERAGEA	=AVERAGEA(D1,D2,0.05,0.1,2)	18263.43	Double
AVERAGEA	=AVERAGEA(D1,D2,0.05,100,2)	18283.41	Double
AVERAGEA	=AVERAGEA(TRUE)	1	Double
AVERAGEA	=AVERAGEA(FALSE)	0	Double
AVERAGEA	=AVERAGEA(2,TRUE)	1.5	Double
AVERAGEA	=AVERAGEA(2,3,TRUE)	2	Double
AVERAGEA	=AVERAGEA(A1:A5,B1:B5,1)	4.1818181818181817	Double
AVERAGEA	=AVERAGEA(2,3,4,5,6)	4	Double
AVERAGEA	=AVERAGEA(-2)	-2	Double
AVERAGEA	=AVERAGEA(2.5,1)	1.75	Double
AVERAGEIF	=AVERAGEIF(A1:A5,B1:B5)	2	Double
AVERAGEIF	=AVERAGEIF(A1:A5,2)	2	Double
AVERAGEIF	=AVERAGEIF(A1:A5,A1)	1	Double
AVERAGEIF	=AVERAGEIF(A1:A5,"<3")	1.5	Double
AVERAGEIF	=AVERAGEIF(A1:A5,"<3",B1:B5)	3	Double
BASE	=BASE(2,3)	2	String
BASE	=BASE(2,3,4)	0002	String
BASE	=BASE("101",2)	1100101	String
BASE	=BASE(A1:A5,B1:B5)	1	String
BASE	=BASE(A1:A5,2)	1	String
BASE	=BASE(A1:A5,2,3)	001	String
BASE	=BASE(D1,2)	1011000011101100	String
BASE	=BASE(2,3,TRUE)	2	String
BASE	=BASE(A1:A5,B1:B5,1)	1	String
BESSELI	=BESSELI(2,3)	0.21273995970273565	Double
BESSELI	=BESSELI(0.5,1)	0.25789430328903556	Double
BESSELI	=BESSELI("101",2)	2.8484767112867023E+42	Double
BESSELI	=BESSELI(2.5,1)	2.5167162420253608	Double
BESSELJ	=BESSELJ(2,3)	0.12894324997562717	Double
BESSELJ	=BESSELJ(0.5,1)	0.24226845767957006	Double
BESSELJ	=BESSELJ("101",2)	-0.0759049647957558	Double
BESSELJ	=BESSELJ(D1,D2)	4.4637125787328264E-41	Double
BESSELJ	=BESSELJ(D1,2)	0.0016109704940027204	Double
BESSELJ	=BESSELJ(2.5,1)	0.49709410250442176	Double
BESSELK	=BESSELK(2,3)	0.6473854	Double
BESSELK	=BESSELK(0.5,1)	1.6564411280110791	Double
BESSELK	=BESSELK("101",2)	1.7385182551907827E-45	Double
BESSELK	=BESSELK(D1,D2)	0	Double
BESSELK	=BESSELK(D1,2)	0	Double
BESSELK	=BESSELK(2.5,1)	0.073890815650266936	Double
BESSELY	=BESSELY(2,3)	-1.1277837651220644	Double
BESSELY	=BESSELY(0.5,1)	-1.4714723918672943	Double
BESSELY	=BESSELY("101",2)	0.023297233415938933	Double
BESSELY	=BESSELY(D1,D2)	-8.7282684626942036E+35	Double
BESSELY	=BESSELY(D1,2)	-0.0033853615698606647	Double
BESSELY	=BESSELY(2.5,1)	0.14591813750831284	Double
BETA.DIST	=BETA.DIST(0.5,1,2,3)	0.75	Double
BETA.DIST	=BETA.DIST(A1:A5,1,B1:B5,1)	1	Double
BETA.INV	=BETA.INV(0.5,1,2)	0.29289321881345248	Double
BETA.INV	=BETA.INV(0.5,1,2,3,4)	3.2928932188134525	Double
BETADIST	=BETADIST(0.5,1,2)	0.75	Double
BETADIST	=BETADIST(A1:A5,2,3)	1	Double
BETADIST	=BETADIST(A1:A5,B1:B5,1)	1	Double
BETAINV	=BETAINV(0.5,1,2)	0.29289321881345248	Double
BETAINV	=BETAINV(0.5,1,2,3,4)	3.2928932188134525	Double
BIN2DEC	=BIN2DEC(A1)	1	Double
BIN2HEX	=BIN2HEX(A1)	1	String
BIN2HEX	=BIN2HEX("101",2)	05	String
BIN2OCT	=BIN2OCT(A1)	1	String
BIN2OCT	=BIN2OCT("101",2)	05	String
BITAND	=BITAND(2,3)	2	Double
BITAND	=BITAND("101",2)	0	Double
BITAND	=BITAND(A1:A5,B1:B5)	0	Double
BITAND	=BITAND(A1:A5,2)	0	Double
BITAND	=BITAND(A1:A5,A1)	1	Double
BITAND	=BITAND(D1,D2)	45252	Double
BITAND	=BITAND(D1,2)	0	Double
BITAND	=BITAND(2,TRUE)	0	Double
BITLSHIFT	=BITLSHIFT(2,3)	16	Double
BITLSHIFT	=BITLSHIFT("101",2)	404	Double
BITLSHIFT	=BITLSHIFT(A1:A5,B1:B5)	4	Double
BITLSHIFT	=BITLSHIFT(A1:A5,2)	4	Double
BITLSHIFT	=BITLSHIFT(A1:A5,A1)	2	Double
BITLSHIFT	=BITLSHIFT(D1,2)	181168	Double
BITLSHIFT	=BITLSHIFT(2,TRUE)	4	Double
BITOR	=BITOR(2,3)	3	Double
BITOR	=BITOR("101",2)	103	Double
BITOR	=BITOR(A1:A5,B1:B5)	3	Double
BITOR	=BITOR(A1:A5,2)	3	Double
BITOR	=BITOR(A1:A5,A1)	1	Double
BITOR	=BITOR(D1,D2)	46063	Double
BITOR	=BITOR(D1,2)	45294	Double
BITOR	=BITOR(2,TRUE)	3	Double
BITRSHIFT	=BITRSHIFT(2,3)	0	Double
BITRSHIFT	=BITRSHIFT("101",2)	25	Double
BITRSHIFT	=BITRSHIFT(A1:A5,B1:B5)	0	Double
BITRSHIFT	=BITRSHIFT(A1:A5,2)	0	Double
BITRSHIFT	=BITRSHIFT(A1:A5,A1)	0	Double
BITRSHIFT	=BITRSHIFT(D1,2)	11323	Double
BITRSHIFT	=BITRSHIFT(2,TRUE)	1	Double
BITXOR	=BITXOR(2,3)	1	Double
BITXOR	=BITXOR("101",2)	103	Double
BITXOR	=BITXOR(A1:A5,B1:B5)	3	Double
BITXOR	=BITXOR(A1:A5,2)	3	Double
BITXOR	=BITXOR(A1:A5,A1)	0	Double
BITXOR	=BITXOR(D1,D2)	811	Double
BITXOR	=BITXOR(D1,2)	45294	Double
BITXOR	=BITXOR(2,TRUE)	3	Double
CEILING	=CEILING(2,3)	3	Double
CEILING	=CEILING(0.5,1)	1	Double
CEILING	=CEILING("101",2)	102	Double
CEILING	=CEILING(A1:A5,B1:B5)	2	Double
CEILING	=CEILING(A1:A5,2)	2	Double
CEILING	=CEILING(A1:A5,A1)	1	Double
CEILING	=CEILING(D1,D2)	46023	Double
CEILING	=CEILING(D1,2)	45292	Double
CEILING	=CEILING(2,TRUE)	2	Double
CEILING	=CEILING(2.5,1)	3	Double
CEILING.MATH	=CEILING.MATH(A1)	1	Double
CEILING.MATH	=CEILING.MATH(A2)	2	Double
CEILING.MATH	=CEILING.MATH(A1:A5)	1	Double
CEILING.MATH	=CEILING.MATH(B1:B5)	2	Double
CEILING.MATH	=CEILING.MATH(2)	2	Double
CEILING.MATH	=CEILING.MATH(2,3)	3	Double
CEILING.MATH	=CEILING.MATH(2,3,4)	3	Double
CEILING.MATH	=CEILING.MATH(0.5)	1	Double
CEILING.MATH	=CEILING.MATH(0.5,1)	1	Double
CEILING.MATH	=CEILING.MATH(0.5,1,2)	1	Double
CEILING.MATH	=CEILING.MATH("2024-01-15")	45306	Double
CEILING.MATH	=CEILING.MATH("12:30")	1	Double
CEILING.MATH	=CEILING.MATH("101",2)	102	Double
CEILING.MATH	=CEILING.MATH(A1:A5,B1:B5)	2	Double
CEILING.MATH	=CEILING.MATH(A1:A5,2)	2	Double
CEILING.MATH	=CEILING.MATH(A1:A5,2,3)	2	Double
CEILING.MATH	=CEILING.MATH(A1:A5,A1)	1	Double
CEILING.MATH	=CEILING.MATH(D1)	45292	Double
CEILING.MATH	=CEILING.MATH(D1,D2)	46023	Double
CEILING.MATH	=CEILING.MATH(D1,2)	45292	Double
CEILING.MATH	=CEILING.MATH(D1,D2,1)	46023	Double
CEILING.MATH	=CEILING.MATH(D1,D2,0)	46023	Double
CEILING.MATH	=CEILING.MATH(TRUE)	1	Double
CEILING.MATH	=CEILING.MATH(FALSE)	0	Double
CEILING.MATH	=CEILING.MATH(2,TRUE)	2	Double
CEILING.MATH	=CEILING.MATH(2,3,TRUE)	3	Double
CEILING.MATH	=CEILING.MATH(A1:A5,B1:B5,1)	2	Double
CEILING.MATH	=CEILING.MATH(-2)	-2	Double
CEILING.MATH	=CEILING.MATH(2.5,1)	3	Double
CEILING.PRECISE	=CEILING.PRECISE(A1)	1	Double
CEILING.PRECISE	=CEILING.PRECISE(A2)	2	Double
CEILING.PRECISE	=CEILING.PRECISE(A1:A5)	1	Double
CEILING.PRECISE	=CEILING.PRECISE(B1:B5)	2	Double
CEILING.PRECISE	=CEILING.PRECISE(2)	2	Double
CEILING.PRECISE	=CEILING.PRECISE(2,3)	3	Double
CEILING.PRECISE	=CEILING.PRECISE(0.5)	1	Double
CEILING.PRECISE	=CEILING.PRECISE(0.5,1)	1	Double
CEILING.PRECISE	=CEILING.PRECISE("2024-01-15")	45306	Double
CEILING.PRECISE	=CEILING.PRECISE("12:30")	1	Double
CEILING.PRECISE	=CEILING.PRECISE("101",2)	102	Double
CEILING.PRECISE	=CEILING.PRECISE(A1:A5,B1:B5)	2	Double
CEILING.PRECISE	=CEILING.PRECISE(A1:A5,2)	2	Double
CEILING.PRECISE	=CEILING.PRECISE(A1:A5,A1)	1	Double
CEILING.PRECISE	=CEILING.PRECISE(D1)	45292	Double
CEILING.PRECISE	=CEILING.PRECISE(D1,D2)	46023	Double
CEILING.PRECISE	=CEILING.PRECISE(D1,2)	45292	Double
CEILING.PRECISE	=CEILING.PRECISE(TRUE)	1	Double
CEILING.PRECISE	=CEILING.PRECISE(FALSE)	0	Double
CEILING.PRECISE	=CEILING.PRECISE(2,TRUE)	2	Double
CEILING.PRECISE	=CEILING.PRECISE(-2)	-2	Double
CEILING.PRECISE	=CEILING.PRECISE(2.5,1)	3	Double
CHAR	=CHAR(A1)		String
CHAR	=CHAR(A2)		String
CHAR	=CHAR(A1:A5)		String
CHAR	=CHAR(B1:B5)		String
CHAR	=CHAR(2)		String
CHAR	=CHAR(TRUE)		String
CHIDIST	=CHIDIST(2,3)	0.57240670447087982	Double
CHIDIST	=CHIDIST(0.5,1)	0.47950012218695348	Double
CHIDIST	=CHIDIST("101",2)	1.1698459177061964E-22	Double
CHIDIST	=CHIDIST(A1:A5,B1:B5)	0.60653065971263342	Double
CHIDIST	=CHIDIST(A1:A5,2)	0.60653065971263342	Double
CHIDIST	=CHIDIST(A1:A5,A1)	0.317310507862914	Double
CHIDIST	=CHIDIST(D1,D2)	0.992242076248733	Double
CHIDIST	=CHIDIST(D1,2)	0	Double
CHIDIST	=CHIDIST(2,TRUE)	0.15729920705028513	Double
CHIDIST	=CHIDIST(2.5,1)	0.11384629800665802	Double
CHIINV	=CHIINV(0.5,1)	0.45493642311957289	Double
CHIINV	=CHIINV(A1:A5,B1:B5)	0	Double
CHIINV	=CHIINV(A1:A5,2)	0	Double
CHIINV	=CHIINV(A1:A5,A1)	0	Double
CHISQ.DIST	=CHISQ.DIST(2,3,4)	0.42759329552912018	Double
CHISQ.DIST	=CHISQ.DIST(0.5,1,2)	0.52049987781304652	Double
CHISQ.DIST	=CHISQ.DIST(A1:A5,2,3)	0.39346934028736658	Double
CHISQ.DIST	=CHISQ.DIST(D1,D2,1)	0.0077579237512669808	Double
CHISQ.DIST	=CHISQ.DIST(D1,D2,0)	7.1077138398992E-05	Double
CHISQ.DIST	=CHISQ.DIST(2,3,TRUE)	0.42759329552912018	Double
CHISQ.DIST	=CHISQ.DIST(A1:A5,B1:B5,1)	0.39346934028736658	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(2,3)	0.57240670447087982	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(0.5,1)	0.47950012218695348	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT("101",2)	1.1698459177061964E-22	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(A1:A5,B1:B5)	0.60653065971263342	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(A1:A5,2)	0.60653065971263342	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(A1:A5,A1)	0.317310507862914	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(D1,D2)	0.992242076248733	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(D1,2)	0	Double
