# ★実Excel に 打たせた 答え（お金の 26個）★
# 取った 日 … 2026-09-07
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326 ／ UI の 言語 1041
# ★読み方★ … 数は .Value2 を 'R'（丸めない 書き方）で 出している
# 関数	式	実Excel の 答え	型
COUPNCD	=COUPNCD(DATE(2008,2,29),DATE(2020,8,31),4,3)	39599	Double
COUPNCD	=COUPNCD(DATE(2008,2,29),DATE(2020,8,31),4,4)	39599	Double
COUPNCD	=COUPNCD(DATE(2008,2,29),DATE(2020,8,31),4)	39599	Double
COUPNUM	=COUPNUM(DATE(2011,1,25),DATE(2011,11,15),2,0)	2	Double
COUPNUM	=COUPNUM(DATE(2011,1,25),DATE(2011,11,15),2,1)	2	Double
COUPNUM	=COUPNUM(DATE(2011,1,25),DATE(2011,11,15),2,2)	2	Double
COUPNUM	=COUPNUM(DATE(2011,1,25),DATE(2011,11,15),2,3)	2	Double
COUPNUM	=COUPNUM(DATE(2011,1,25),DATE(2011,11,15),2,4)	2	Double
COUPNUM	=COUPNUM(DATE(2011,1,25),DATE(2011,11,15),2)	2	Double
COUPNUM	=COUPNUM(DATE(2008,2,29),DATE(2020,8,31),4,0)	50	Double
COUPNUM	=COUPNUM(DATE(2008,2,29),DATE(2020,8,31),4,1)	50	Double
COUPNUM	=COUPNUM(DATE(2008,2,29),DATE(2020,8,31),4,2)	50	Double
COUPNUM	=COUPNUM(DATE(2008,2,29),DATE(2020,8,31),4,3)	50	Double
COUPNUM	=COUPNUM(DATE(2008,2,29),DATE(2020,8,31),4,4)	50	Double
COUPNUM	=COUPNUM(DATE(2008,2,29),DATE(2020,8,31),4)	50	Double
COUPPCD	=COUPPCD(DATE(2011,1,25),DATE(2011,11,15),2,0)	40497	Double
COUPPCD	=COUPPCD(DATE(2011,1,25),DATE(2011,11,15),2,1)	40497	Double
COUPPCD	=COUPPCD(DATE(2011,1,25),DATE(2011,11,15),2,2)	40497	Double
COUPPCD	=COUPPCD(DATE(2011,1,25),DATE(2011,11,15),2,3)	40497	Double
COUPPCD	=COUPPCD(DATE(2011,1,25),DATE(2011,11,15),2,4)	40497	Double
COUPPCD	=COUPPCD(DATE(2011,1,25),DATE(2011,11,15),2)	40497	Double
COUPPCD	=COUPPCD(DATE(2008,2,29),DATE(2020,8,31),4,0)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,2,29),DATE(2020,8,31),4,1)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,2,29),DATE(2020,8,31),4,2)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,2,29),DATE(2020,8,31),4,3)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,2,29),DATE(2020,8,31),4,4)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,2,29),DATE(2020,8,31),4)	39507	Double
DISC	=DISC(DATE(2018,7,1),DATE(2048,1,1),97.975,100,0)	0.0006864406779661051	Double
DISC	=DISC(DATE(2018,7,1),DATE(2048,1,1),97.975,100,1)	0.0006863841691213484	Double
DISC	=DISC(DATE(2018,7,1),DATE(2048,1,1),97.975,100,2)	0.0006765033407572417	Double
DISC	=DISC(DATE(2018,7,1),DATE(2048,1,1),97.975,100,3)	0.0006858992204899811	Double
DISC	=DISC(DATE(2018,7,1),DATE(2048,1,1),97.975,100,4)	0.0006864406779661051	Double
DISC	=DISC(DATE(2018,7,1),DATE(2048,1,1),97.975,100)	0.0006864406779661051	Double
DISC	=DISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,0)	0.05207142857142884	Double
DISC	=DISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,1)	0.05219366197183125	Double
DISC	=DISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,2)	0.051338028169014345	Double
DISC	=DISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,3)	0.05205105633802843	Double
DISC	=DISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,4)	0.05207142857142884	Double
DISC	=DISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100)	0.05207142857142884	Double
DURATION	=DURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,2,0)	10.919145281591932	Double
DURATION	=DURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,2,1)	10.919145281591932	Double
DURATION	=DURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,2,2)	10.919145281591932	Double
DURATION	=DURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,2,3)	10.919145281591932	Double
DURATION	=DURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,2,4)	10.919145281591932	Double
DURATION	=DURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,2)	10.919145281591932	Double
DURATION	=DURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,4,0)	5.914653009197124	Double
DURATION	=DURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,4,1)	5.914653009197124	Double
DURATION	=DURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,4,2)	5.914653009197124	Double
DURATION	=DURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,4,3)	5.914653009197124	Double
DURATION	=DURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,4,4)	5.914653009197124	Double
DURATION	=DURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,4)	5.914653009197124	Double
INTRATE	=INTRATE(DATE(2008,2,15),DATE(2008,5,15),1000000,1014420,0)	0.05768	Double
INTRATE	=INTRATE(DATE(2008,2,15),DATE(2008,5,15),1000000,1014420,1)	0.05864133333333333	Double
INTRATE	=INTRATE(DATE(2008,2,15),DATE(2008,5,15),1000000,1014420,2)	0.05768	Double
INTRATE	=INTRATE(DATE(2008,2,15),DATE(2008,5,15),1000000,1014420,3)	0.05848111111111111	Double
INTRATE	=INTRATE(DATE(2008,2,15),DATE(2008,5,15),1000000,1014420,4)	0.05768	Double
INTRATE	=INTRATE(DATE(2008,2,15),DATE(2008,5,15),1000000,1014420)	0.05768	Double
INTRATE	=INTRATE(DATE(2007,4,1),DATE(2008,3,31),500000,520000,0)	0.04	Double
INTRATE	=INTRATE(DATE(2007,4,1),DATE(2008,3,31),500000,520000,1)	0.0401095890410959	Double
INTRATE	=INTRATE(DATE(2007,4,1),DATE(2008,3,31),500000,520000,2)	0.03945205479452055	Double
INTRATE	=INTRATE(DATE(2007,4,1),DATE(2008,3,31),500000,520000,3)	0.04	Double
INTRATE	=INTRATE(DATE(2007,4,1),DATE(2008,3,31),500000,520000,4)	0.04011142061281337	Double
INTRATE	=INTRATE(DATE(2007,4,1),DATE(2008,3,31),500000,520000)	0.04	Double
MDURATION	=MDURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,2,0)	5.735669813918839	Double
MDURATION	=MDURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,2,1)	5.735669813918839	Double
MDURATION	=MDURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,2,2)	5.735669813918839	Double
MDURATION	=MDURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,2,3)	5.735669813918839	Double
MDURATION	=MDURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,2,4)	5.735669813918839	Double
MDURATION	=MDURATION(DATE(2008,1,1),DATE(2016,1,1),0.08,0.09,2)	5.735669813918839	Double
MDURATION	=MDURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,4,0)	10.473000850230264	Double
MDURATION	=MDURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,4,1)	10.473000850230264	Double
MDURATION	=MDURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,4,2)	10.473000850230264	Double
MDURATION	=MDURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,4,3)	10.473000850230264	Double
MDURATION	=MDURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,4,4)	10.473000850230264	Double
MDURATION	=MDURATION(DATE(2018,7,1),DATE(2048,1,1),0.08,0.09,4)	10.473000850230264	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2,0)	113.59920582823824	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2,1)	113.59771747407883	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2,2)	113.5987996083253	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2,3)	113.5961125952049	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2,4)	113.59920582823824	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0785,0.0625,100,2)	113.59920582823824	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0575,84.5,100,2,0)	0.07724554159729888	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0575,84.5,100,2,1)	0.07724706259741908	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0575,84.5,100,2,2)	0.07724502192067954	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0575,84.5,100,2,3)	0.0772500780535923	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0575,84.5,100,2,4)	0.07724554159729888	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,11,11),DATE(2021,3,1),DATE(2008,10,15),DATE(2009,3,1),0.0575,84.5,100,2)	0.07724554159729888	Double
ODDLPRICE	=ODDLPRICE(DATE(2008,2,7),DATE(2008,6,15),DATE(2007,10,15),0.0375,0.0405,100,2,0)	99.87828601472134	Double
ODDLPRICE	=ODDLPRICE(DATE(2008,2,7),DATE(2008,6,15),DATE(2007,10,15),0.0375,0.0405,100,2,1)	99.87916768152911	Double
ODDLPRICE	=ODDLPRICE(DATE(2008,2,7),DATE(2008,6,15),DATE(2007,10,15),0.0375,0.0405,100,2,2)	99.87916768152911	Double
ODDLPRICE	=ODDLPRICE(DATE(2008,2,7),DATE(2008,6,15),DATE(2007,10,15),0.0375,0.0405,100,2,3)	99.87916768152911	Double
ODDLPRICE	=ODDLPRICE(DATE(2008,2,7),DATE(2008,6,15),DATE(2007,10,15),0.0375,0.0405,100,2,4)	99.87828601472134	Double
ODDLPRICE	=ODDLPRICE(DATE(2008,2,7),DATE(2008,6,15),DATE(2007,10,15),0.0375,0.0405,100,2)	99.87828601472134	Double
ODDLYIELD	=ODDLYIELD(DATE(2008,4,20),DATE(2008,6,15),DATE(2007,12,24),0.0375,99.875,100,2,0)	0.04519223562916916	Double
ODDLYIELD	=ODDLYIELD(DATE(2008,4,20),DATE(2008,6,15),DATE(2007,12,24),0.0375,99.875,100,2,1)	0.04517988549187201	Double
ODDLYIELD	=ODDLYIELD(DATE(2008,4,20),DATE(2008,6,15),DATE(2007,12,24),0.0375,99.875,100,2,2)	0.04517988549187201	Double
ODDLYIELD	=ODDLYIELD(DATE(2008,4,20),DATE(2008,6,15),DATE(2007,12,24),0.0375,99.875,100,2,3)	0.04517988549187201	Double
ODDLYIELD	=ODDLYIELD(DATE(2008,4,20),DATE(2008,6,15),DATE(2007,12,24),0.0375,99.875,100,2,4)	0.04519223562916916	Double
ODDLYIELD	=ODDLYIELD(DATE(2008,4,20),DATE(2008,6,15),DATE(2007,12,24),0.0375,99.875,100,2)	0.04519223562916916	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,2,0)	94.63436162132213	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,2,1)	94.6354492078772	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,2,2)	94.63656403002507	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,2,3)	94.63517479678454	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,2,4)	94.63436162132213	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,2)	94.63436162132213	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,4,0)	94.61509395213766	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,4,1)	94.61509395213766	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,4,2)	94.61509395213766	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,4,3)	94.61509395213766	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,4,4)	94.61509395213766	Double
PRICE	=PRICE(DATE(2008,2,15),DATE(2017,11,15),0.0575,0.065,100,4)	94.61509395213766	Double
PRICEDISC	=PRICEDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,0)	-315.8125	Double
PRICEDISC	=PRICEDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,1)	-281.7295081967213	Double
PRICEDISC	=PRICEDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,2)	-288.09166666666664	Double
PRICEDISC	=PRICEDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,3)	-282.7753424657534	Double
PRICEDISC	=PRICEDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,4)	-315.8125	Double
PRICEDISC	=PRICEDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100)	-315.8125	Double
PRICEDISC	=PRICEDISC(DATE(2008,1,25),DATE(2008,6,15),0.0525,100,0)	97.95833333333333	Double
PRICEDISC	=PRICEDISC(DATE(2008,1,25),DATE(2008,6,15),0.0525,100,1)	97.96311475409836	Double
PRICEDISC	=PRICEDISC(DATE(2008,1,25),DATE(2008,6,15),0.0525,100,2)	97.92916666666666	Double
PRICEDISC	=PRICEDISC(DATE(2008,1,25),DATE(2008,6,15),0.0525,100,3)	97.95753424657534	Double
PRICEDISC	=PRICEDISC(DATE(2008,1,25),DATE(2008,6,15),0.0525,100,4)	97.95833333333333	Double
PRICEDISC	=PRICEDISC(DATE(2008,1,25),DATE(2008,6,15),0.0525,100)	97.95833333333333	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.061,0)	99.98449887555694	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.061,1)	99.98459776456947	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.061,2)	99.9841690643986	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.061,3)	99.98459776456947	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.061,4)	99.98449887555694	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.061)	99.98449887555694	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.08,0)	99.67751621081369	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.08,1)	99.68173265954435	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.08,2)	99.67708497879187	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.08,3)	99.68173265954435	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.08,4)	99.67751621081369	Double
PRICEMAT	=PRICEMAT(DATE(2008,2,15),DATE(2008,4,13),DATE(2007,11,11),0.061,0.08)	99.67751621081369	Double
RECEIVED	=RECEIVED(DATE(2008,2,15),DATE(2008,5,15),1000000,0.0575,0)	1014584.6544071021	Double
RECEIVED	=RECEIVED(DATE(2008,2,15),DATE(2008,5,15),1000000,0.0575,1)	1014342.1326127625	Double
RECEIVED	=RECEIVED(DATE(2008,2,15),DATE(2008,5,15),1000000,0.0575,2)	1014584.6544071021	Double
