# ★実Excel に 打たせた 答え★（入 C:\Users\zeroa\exally-wt-fx\docs\measured\kansuu46\cases-filterxml.txt）
# 取った 日 … 2026-09-07
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326 ／ UI の 言語 1041
# ★読み方★ … 数は .Value2 を 'R'（丸めない 書き方）で 出している
# 関数	式	実Excel の 答え	型
# ★★2026-09-21 追記（経営者1）── ★この 紙は `.Formula`（★昔の 道★）で 取って います★★
#   ＝`docs/measured/kansuu46/` の 道具 21本は `Formula2` を ★1本も 使って いません★
#   ＝`.Formula` は ★溢れません★（2026-09-19 実測）＝★暗黙の 交わりで 1マス★
#   ⇒★範囲を 渡した 式の 答えは ★1マス目だけ★です（★間違いでは なく 足りない★）
#   ⇒★実測（2026-09-21）★ この 紙の 範囲を 渡す 812本を `Formula2` で 打ち直すと
#      ★昔と 同じ 809本／★違う 3本★（ISERR/ISERROR/ISNUMBER の A1:B5）／★溢れた 416本★
#   ⇒★新しい 道の 紙★ ... docs/measured/golden-furui-kami-torinaoshi-2026-09-21.tsv
#   ⇒★この 紙を 物差しに する 試験は ★昔の 道を 守って います★★
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//c[@id='y']"))	1	Double
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//c/@id")	x	String
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//c/@id"))	2	Double
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","/r/d/e")	ne	String
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","/r/d/e"))	1	Double
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//e/text()")	#VALUE!	error値
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//e/text()"))	#VALUE!	error値
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//zzz")	#VALUE!	error値
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//zzz"))	#VALUE!	error値
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//b[position()>1]")	2	Double
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//b[position()>1]"))	2	Double
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","count(//b)")	#VALUE!	error値
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","count(//b)"))	#VALUE!	error値
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//*[name()='b']")	1	Double
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//*[name()='b']"))	3	Double
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//d/*")	ne	String
FILTERXML	=ROWS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//d/*"))	1	Double
FILTERXML	=INDEX(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//b"),2,1)	2	Double
FILTERXML	=INDEX(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//b"),3,1)	3	Double
FILTERXML	=COLUMNS(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//b"))	1	Double
FILTERXML	=INDEX(FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//c"),2,1)	B	String
FILTERXML	=FILTERXML("<a><b>1</b>","//b")	#VALUE!	error値
FILTERXML	=FILTERXML("","//b")	#VALUE!	error値
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","")	#VALUE!	error値
FILTERXML	=FILTERXML("<r><b>1</b><b>2</b><b>3</b><c id='x'>A</c><c id='y'>B</c><d><e>ne</e></d></r>","//[")	#VALUE!	error値
FILTERXML	=FILTERXML(123,"//b")	#VALUE!	error値
