# ★答えを 1度も 確かめていない 関数を 実Excel に 聞いた★
# 取った 日 … 2026-09-08 ／ ★司さん「答え確かめて」★
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★やり方★ 引数の 形を 81 通り 用意し、★実Excel が 誤りに しなかった 形を 全部★ 採る
#   ⇒★人が 決めるのは 形の 候補だけ／どれが 正しいかは 実Excel が 決める★
#   ⇒★1本だけだと『当たり前の 答え』で 通ってしまう★ので ★当たった 形は 全部 残す★
# ★材料★ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★★材料（機械が 読む）★★ … #材料<タブ>マス<タブ>値<タブ>型（★Excel から 読み返した 値★）
# ★数★ 関数 45個 ／ 呼び方が 見つかった 45 個 ／ 見つからない 0 個 ／ 式 293 本
# ★呼び方が 見つからない★ … 

#材料	A1	1	数
#材料	A2	2	数
#材料	A3	3	数
#材料	A4	4	数
#材料	A5	5	数
#材料	B1	2	数
#材料	B2	4	数
#材料	B3	6	数
#材料	B4	8	数
#材料	B5	10	数
#材料	D1	45292	数
#材料	D2	46023	数
# 関数	式	実Excel の 答え	型
DAVERAGE	=DAVERAGE(A1:B5,1,D1:D2)	3.5	Double
DAVERAGE	=DAVERAGE(A1:B5,1,A1:A2)	2	Double
DAY	=DAY(A1)	1	Double
DAY	=DAY(A2)	2	Double
DAY	=DAY(A1:A5)	1	Double
DAY	=DAY(B1:B5)	2	Double
DAY	=DAY(2)	2	Double
DAY	=DAY(0.5)	0	Double
DAY	=DAY("2024-01-15")	15	Double
DAY	=DAY("12:30")	0	Double
DAY	=DAY(D1)	1	Double
DAY	=DAY(TRUE)	1	Double
DAY	=DAY(FALSE)	0	Double
DCOUNT	=DCOUNT(A1:B5,1,D1:D2)	4	Double
DCOUNT	=DCOUNT(A1:B5,1,A1:A2)	1	Double
DCOUNTA	=DCOUNTA(A1:B5,1,D1:D2)	4	Double
DCOUNTA	=DCOUNTA(A1:B5,1,A1:A2)	1	Double
DGET	=DGET(A1:B5,1,A1:A2)	2	Double
DMAX	=DMAX(A1:B5,1,D1:D2)	5	Double
DMAX	=DMAX(A1:B5,1,A1:A2)	2	Double
DMIN	=DMIN(A1:B5,1,D1:D2)	2	Double
DMIN	=DMIN(A1:B5,1,A1:A2)	2	Double
DPRODUCT	=DPRODUCT(A1:B5,1,D1:D2)	120	Double
DPRODUCT	=DPRODUCT(A1:B5,1,A1:A2)	2	Double
DSTDEV	=DSTDEV(A1:B5,1,D1:D2)	1.2909944487358056	Double
DSTDEVP	=DSTDEVP(A1:B5,1,D1:D2)	1.118033988749895	Double
DSTDEVP	=DSTDEVP(A1:B5,1,A1:A2)	0	Double
DSUM	=DSUM(A1:B5,1,D1:D2)	14	Double
DSUM	=DSUM(A1:B5,1,A1:A2)	2	Double
DVAR	=DVAR(A1:B5,1,D1:D2)	1.6666666666666667	Double
DVARP	=DVARP(A1:B5,1,D1:D2)	1.25	Double
DVARP	=DVARP(A1:B5,1,A1:A2)	0	Double
EOMONTH	=EOMONTH(2,3)	121	Double
EOMONTH	=EOMONTH(0.5,1)	59	Double
EOMONTH	=EOMONTH("101",2)	182	Double
EOMONTH	=EOMONTH(D1,D2)	1446116	Double
EOMONTH	=EOMONTH(D1,2)	45382	Double
EOMONTH	=EOMONTH(2.5,1)	59	Double
EOMONTH	=EOMONTH(D1,1)	45351	Double
FILTER	=FILTER(2,3)	2	Double
FILTER	=FILTER(2,3,4)	2	Double
FILTER	=FILTER(0.5,1)	0.5	Double
FILTER	=FILTER(0.5,1,2)	0.5	Double
FILTER	=FILTER("あ",1)	あ	String
FILTER	=FILTER("あ",1,2)	あ	String
FILTER	=FILTER("あいう",2)	あいう	String
FILTER	=FILTER("あいう",2,1)	あいう	String
FILTER	=FILTER("101",2)	101	String
FILTER	=FILTER(A1:A5,B1:B5)	1	Double
FILTER	=FILTER(A1:A5,2)	1	Double
FILTER	=FILTER(A1:A5,2,3)	1	Double
FILTER	=FILTER(A1:A5,A1)	1	Double
FILTER	=FILTER(D1,D2)	45292	Double
FILTER	=FILTER(D1,2)	45292	Double
FILTER	=FILTER(D1,D2,1)	45292	Double
FILTER	=FILTER(D1,D2,0)	45292	Double
FILTER	=FILTER(2,TRUE)	2	Double
FILTER	=FILTER(2,3,TRUE)	2	Double
FILTER	=FILTER(A1:A5,B1:B5,1)	1	Double
FILTER	=FILTER(2.5,1)	2.5	Double
FILTER	=FILTER(",",TRUE,A1:A5)	,	String
FILTER	=FILTER(A1:A5,A1:A5>2)	3	Double
FILTER	=FILTER(A1:A5,0.5)	1	Double
FILTER	=FILTER(TRUE,1)	True	Boolean
FILTER	=FILTER(TRUE,1,2)	True	Boolean
FILTER	=FILTER(D1,1)	45292	Double
FILTER	=FILTER(0.05,12,100)	0.05	Double
FILTER	=FILTER(A1:A5,1,0)	1	Double
FILTER	=FILTER(10,0.5,0.5)	10	Double
FILTER	=FILTER(2,3,0.5)	2	Double
FILTER	=FILTER(D1,D2,"D")	45292	Double
FILTER	=FILTER(D1,D2,"M")	45292	Double
FILTER	=FILTER(12,-10,100)	12	Double
HLOOKUP	=HLOOKUP(A1,A1:A5,B1:B5)	2	Double
HLOOKUP	=HLOOKUP(A1,A1:B5,2,FALSE)	2	Double
HLOOKUP	=HLOOKUP(A1,A1:B5,2)	2	Double
IFERROR	=IFERROR(2,3)	2	Double
IFERROR	=IFERROR(0.5,1)	0.5	Double
IFERROR	=IFERROR("あ","い")	あ	String
IFERROR	=IFERROR("あ",1)	あ	String
IFERROR	=IFERROR("あいう",2)	あいう	String
IFERROR	=IFERROR("101",2)	101	String
IFERROR	=IFERROR(A1:A5,B1:B5)	1	Double
IFERROR	=IFERROR(A1:A5,2)	1	Double
IFERROR	=IFERROR(A1:A5,A1)	1	Double
IFERROR	=IFERROR(A1:A5,"<3")	1	Double
IFERROR	=IFERROR(D1,D2)	45292	Double
IFERROR	=IFERROR(D1,2)	45292	Double
IFERROR	=IFERROR(2,TRUE)	2	Double
IFERROR	=IFERROR(2.5,1)	2.5	Double
IFERROR	=IFERROR(9,A1:A5)	9	Double
IFERROR	=IFERROR(A1:A5,A1:A5>2)	1	Double
IFERROR	=IFERROR(A1:A5,0.5)	1	Double
IFERROR	=IFERROR(TRUE,1)	True	Boolean
IFERROR	=IFERROR(1/0,2)	2	Double
IFERROR	=IFERROR(D1,1)	45292	Double
IFNA	=IFNA(2,3)	2	Double
IFNA	=IFNA(0.5,1)	0.5	Double
IFNA	=IFNA("あ","い")	あ	String
IFNA	=IFNA("あ",1)	あ	String
IFNA	=IFNA("あいう",2)	あいう	String
IFNA	=IFNA("101",2)	101	String
IFNA	=IFNA(A1:A5,B1:B5)	1	Double
IFNA	=IFNA(A1:A5,2)	1	Double
IFNA	=IFNA(A1:A5,A1)	1	Double
IFNA	=IFNA(A1:A5,"<3")	1	Double
IFNA	=IFNA(D1,D2)	45292	Double
IFNA	=IFNA(D1,2)	45292	Double
IFNA	=IFNA(2,TRUE)	2	Double
IFNA	=IFNA(2.5,1)	2.5	Double
IFNA	=IFNA(9,A1:A5)	9	Double
IFNA	=IFNA(A1:A5,A1:A5>2)	1	Double
IFNA	=IFNA(A1:A5,0.5)	1	Double
IFNA	=IFNA(TRUE,1)	True	Boolean
IFNA	=IFNA(D1,1)	45292	Double
IFS	=IFS(2,3)	3	Double
IFS	=IFS(2,3,4,5)	3	Double
IFS	=IFS(1,2,3,4,5,6)	2	Double
IFS	=IFS(0.5,1)	1	Double
IFS	=IFS(0.5,1,2,3)	1	Double
IFS	=IFS(A1:A5,B1:B5)	2	Double
IFS	=IFS(A1:A5,2)	2	Double
IFS	=IFS(A1:A5,A1)	1	Double
IFS	=IFS(A1:A5,"<3")	<3	String
IFS	=IFS(A1:A5,1,B1:B5,1)	1	Double
IFS	=IFS(D1,D2)	46023	Double
IFS	=IFS(D1,2)	2	Double
IFS	=IFS(2,TRUE)	True	Boolean
IFS	=IFS(2.5,1)	1	Double
IFS	=IFS(9,A1:A5)	1	Double
IFS	=IFS(A1:A5,A1:A5>2)	False	Boolean
IFS	=IFS(A1:A5,0.5)	0.5	Double
IFS	=IFS(A1:A5,B1:B5,1,1)	2	Double
IFS	=IFS(TRUE,1)	1	Double
IFS	=IFS(D1,1)	1	Double
IFS	=IFS(100,0.05,1,12,0,0)	0.05	Double
IFS	=IFS(2,3,0.5,TRUE)	3	Double
IFS	=IFS(0.05,12,100,1,12,0)	12	Double
IFS	=IFS(12,-10,100,0,0,0.1)	-10	Double
MATCH	=MATCH(A1:A5,A1)	1	Double
MATCH	=MATCH(A1,A1:A5,B1:B5)	1	Double
MATCH	=MATCH(A1,A1:A5,0)	1	Double
MATCH	=MATCH(9,A1:A5)	5	Double
MOD	=MOD(2,3)	2	Double
MOD	=MOD(0.5,1)	0.5	Double
MOD	=MOD("101",2)	1	Double
MOD	=MOD(A1:A5,B1:B5)	1	Double
MOD	=MOD(A1:A5,2)	1	Double
MOD	=MOD(A1:A5,A1)	0	Double
MOD	=MOD(D1,D2)	45292	Double
MOD	=MOD(D1,2)	0	Double
MOD	=MOD(2,TRUE)	0	Double
MOD	=MOD(2.5,1)	0.5	Double
MOD	=MOD(9,A1:A5)	0	Double
MOD	=MOD(A1:A5,0.5)	0	Double
MOD	=MOD(TRUE,1)	0	Double
MOD	=MOD(D1,1)	0	Double
NEGBINOM.DIST	=NEGBINOM.DIST(2,3,0.5,TRUE)	0.5000000000000001	Double
NEGBINOMDIST	=NEGBINOMDIST(2,3,0.5)	0.1875	Double
NOT	=NOT(A1)	False	Boolean
NOT	=NOT(A2)	False	Boolean
NOT	=NOT(A1:A5)	False	Boolean
NOT	=NOT(B1:B5)	False	Boolean
NOT	=NOT(2)	False	Boolean
NOT	=NOT(0.5)	False	Boolean
NOT	=NOT(D1)	False	Boolean
NOT	=NOT(TRUE)	False	Boolean
NOT	=NOT(FALSE)	True	Boolean
NOT	=NOT(-2)	False	Boolean
PERCENTILE	=PERCENTILE(0.5,1)	0.5	Double
PERCENTILE	=PERCENTILE(A1:A5,A1)	5	Double
PERCENTILE	=PERCENTILE(2,TRUE)	2	Double
PERCENTILE	=PERCENTILE(2.5,1)	2.5	Double
PERCENTILE	=PERCENTILE(9,A1:A5)	9	Double
PERCENTILE	=PERCENTILE(A1:A5,A1:A5>2)	1	Double
PERCENTILE	=PERCENTILE(A1:A5,0.5)	3	Double
PERCENTILE	=PERCENTILE(TRUE,1)	1	Double
PERCENTILE	=PERCENTILE(D1,1)	45292	Double
PERCENTILE.EXC	=PERCENTILE.EXC(A1:A5,0.5)	3	Double
QUARTILE	=QUARTILE(2,3)	2	Double
QUARTILE	=QUARTILE(0.5,1)	0.5	Double
QUARTILE	=QUARTILE("101",2)	101	Double
QUARTILE	=QUARTILE(A1:A5,B1:B5)	3	Double
QUARTILE	=QUARTILE(A1:A5,2)	3	Double
QUARTILE	=QUARTILE(A1:A5,A1)	2	Double
QUARTILE	=QUARTILE(D1,2)	45292	Double
QUARTILE	=QUARTILE(2,TRUE)	2	Double
QUARTILE	=QUARTILE(2.5,1)	2.5	Double
QUARTILE	=QUARTILE(9,A1:A5)	9	Double
QUARTILE	=QUARTILE(A1:A5,A1:A5>2)	1	Double
QUARTILE	=QUARTILE(A1:A5,0.5)	1	Double
QUARTILE	=QUARTILE(TRUE,1)	1	Double
QUARTILE	=QUARTILE(D1,1)	45292	Double
QUARTILE.EXC	=QUARTILE.EXC("101",2)	101	Double
QUARTILE.EXC	=QUARTILE.EXC(A1:A5,B1:B5)	3	Double
QUARTILE.EXC	=QUARTILE.EXC(A1:A5,2)	3	Double
QUARTILE.EXC	=QUARTILE.EXC(A1:A5,A1)	1.5	Double
QUARTILE.EXC	=QUARTILE.EXC(D1,2)	45292	Double
RATE	=RATE(12,-10,100)	0.02922854076913767	Double
RATE	=RATE(12,-10,100,0,0,0.1)	0.02922854076913767	Double
ROUNDDOWN	=ROUNDDOWN(2,3)	2	Double
ROUNDDOWN	=ROUNDDOWN(0.5,1)	0.5	Double
ROUNDDOWN	=ROUNDDOWN("101",2)	101	Double
ROUNDDOWN	=ROUNDDOWN(A1:A5,B1:B5)	1	Double
ROUNDDOWN	=ROUNDDOWN(A1:A5,2)	1	Double
ROUNDDOWN	=ROUNDDOWN(A1:A5,A1)	1	Double
ROUNDDOWN	=ROUNDDOWN(D1,D2)	45292	Double
ROUNDDOWN	=ROUNDDOWN(D1,2)	45292	Double
ROUNDDOWN	=ROUNDDOWN(2,TRUE)	2	Double
ROUNDDOWN	=ROUNDDOWN(2.5,1)	2.5	Double
ROUNDDOWN	=ROUNDDOWN(9,A1:A5)	9	Double
ROUNDDOWN	=ROUNDDOWN(A1:A5,A1:A5>2)	1	Double
ROUNDDOWN	=ROUNDDOWN(A1:A5,0.5)	1	Double
ROUNDDOWN	=ROUNDDOWN(TRUE,1)	1	Double
ROUNDDOWN	=ROUNDDOWN(D1,1)	45292	Double
SUBTOTAL	=SUBTOTAL(A1:A5,B1:B5)	6	Double
SUBTOTAL	=SUBTOTAL(A1:A5,A1)	1	Double
SUBTOTAL	=SUBTOTAL(A1,A1:A5,B1:B5)	4.5	Double
SUBTOTAL	=SUBTOTAL(9,A1:A5)	15	Double
T.TEST	=T.TEST(A1:A5,B1:B5,1,1)	0.006617799781841345	Double
TEXTJOIN	=TEXTJOIN(2,3,4)	4	String
TEXTJOIN	=TEXTJOIN(2,3,4,5)	425	String
TEXTJOIN	=TEXTJOIN(1,2,3,4,5)	31415	String
TEXTJOIN	=TEXTJOIN(1,2,3,4,5,6)	3141516	String
TEXTJOIN	=TEXTJOIN(1,2,3,4,5,6,7)	314151617	String
TEXTJOIN	=TEXTJOIN(0.5,1,2)	2	String
TEXTJOIN	=TEXTJOIN(0.5,1,2,3)	20.53	String
TEXTJOIN	=TEXTJOIN(0.5,1,2,3,4)	20.530.54	String
TEXTJOIN	=TEXTJOIN("あ",1,2)	2	String
TEXTJOIN	=TEXTJOIN("あいう",2,1)	1	String
TEXTJOIN	=TEXTJOIN(A1:A5,2,3)	3	String
TEXTJOIN	=TEXTJOIN(A1:B5,2,FALSE)	FALSE	String
TEXTJOIN	=TEXTJOIN(A1:A5,1,B1:B5,1)	214263841051	String
TEXTJOIN	=TEXTJOIN(D1,D2,1)	1	String
TEXTJOIN	=TEXTJOIN(D1,D2,0)	0	String
TEXTJOIN	=TEXTJOIN(D1,D2,0.05,0.1,100,2,0)	0.05452920.145292100452922452920	String
TEXTJOIN	=TEXTJOIN(D1,D2,0.05,0.1,2)	0.05452920.1452922	String
TEXTJOIN	=TEXTJOIN(D1,D2,0.05,100,2)	0.0545292100452922	String
TEXTJOIN	=TEXTJOIN(2,3,TRUE)	TRUE	String
TEXTJOIN	=TEXTJOIN(A1:A5,B1:B5,1)	1	String
TEXTJOIN	=TEXTJOIN(2,3,4,5,6)	42526	String
TEXTJOIN	=TEXTJOIN(A1,A1:A5,B1:B5)	2141618110	String
TEXTJOIN	=TEXTJOIN(A1,A1:A5,0)	0	String
TEXTJOIN	=TEXTJOIN(",",TRUE,A1:A5)	1,2,3,4,5	String
TEXTJOIN	=TEXTJOIN(A1:A5,B1:B5,1,1)	111	String
TEXTJOIN	=TEXTJOIN(A1:B5,1,D1:D2)	45292146023	String
TEXTJOIN	=TEXTJOIN(TRUE,1,2)	2	String
TEXTJOIN	=TEXTJOIN(0.05,12,100)	100	String
TEXTJOIN	=TEXTJOIN(0.05,12,100,0,0)	1000.0500.050	String
TEXTJOIN	=TEXTJOIN(100,0.05,1,12,0,0)	11001210001000	String
TEXTJOIN	=TEXTJOIN(A1:A5,1,0)	0	String
TEXTJOIN	=TEXTJOIN(10,0.5,0.5)	0.5	String
TEXTJOIN	=TEXTJOIN(2,3,0.5)	0.5	String
TEXTJOIN	=TEXTJOIN(2,3,0.5,TRUE)	0.52TRUE	String
TEXTJOIN	=TEXTJOIN(0.05,12,100,1,12,0)	1000.0510.05120.050	String
TEXTJOIN	=TEXTJOIN(D1,D2,"D")	D	String
TEXTJOIN	=TEXTJOIN(D1,D2,"M")	M	String
TEXTJOIN	=TEXTJOIN(12,-10,100)	100	String
TEXTJOIN	=TEXTJOIN(12,-10,100,0,0,0.1)	100120120120.1	String
TEXTJOIN	=TEXTJOIN(A1:B5,1,A1:A2)	112	String
TTEST	=TTEST(A1:A5,B1:B5,1,1)	0.006617799781841345	Double
VLOOKUP	=VLOOKUP(A1,A1:B5,2,FALSE)	2	Double
VLOOKUP	=VLOOKUP(A1,A1:B5,2)	2	Double
XLOOKUP	=XLOOKUP(2,3,4,5)	5	Double
XLOOKUP	=XLOOKUP(0.5,1,2,3)	3	Double
XLOOKUP	=XLOOKUP(A1:A5,1,B1:B5,1)	2	Double
XLOOKUP	=XLOOKUP(D1,D2,0.05,0.1,2)	0.1	Double
XLOOKUP	=XLOOKUP(D1,D2,0.05,100,2)	100	Double
XLOOKUP	=XLOOKUP(A1,A1:A5,B1:B5)	2	Double
XLOOKUP	=XLOOKUP(0.05,12,100,0,0)	0	Double
XLOOKUP	=XLOOKUP(A1:A5,1,0)	0	Double
XLOOKUP	=XLOOKUP(2,3,0.5,TRUE)	True	Boolean
