25	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数0	0	0 	0 	同じ	TRUE	Number
26	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数1234.5	1234.5	1,235 	1,235 	同じ	-	Number
27	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数-1234.5	-1234.5	(1,235)	(1,235)	同じ	-	Number
28	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数1234567	1234567	1,234,567 	1,234,567 	同じ	-	Number
29	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数0.5	0.5	1 	1 	同じ	-	Number
30	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数-0.5	-0.5	(1)	(1)	同じ	-	Number
31	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数0.004	0.004	0 	0 	同じ	FALSE	Number
32	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数-0.004	-0.004	(0)	(0)	同じ	-	Number
33	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	日45292	45292	45,292 	45,292 	同じ	-	Number
34	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	日45658	45658	45,658 	45,658 	同じ	-	Number
35	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	時0.5208	0.520833333333333	1 	1 	同じ	-	Number
36	#,##0_);[赤](#,##0)	#,##0_);[赤](#,##0)	数1.5	1.5	2 	2 	同じ	-	Number
37	#,##0.00_ 	#,##0.00_ 	数0	0	0.00 	0.00 	同じ	TRUE	Number
38	#,##0.00_ 	#,##0.00_ 	数1234.5	1234.5	1,234.50 	1,234.50 	同じ	-	Number
39	#,##0.00_ 	#,##0.00_ 	数-1234.5	-1234.5	-1,234.50 	-1,234.50 	同じ	-	Number
40	#,##0.00_ 	#,##0.00_ 	数1234567	1234567	1,234,567.00 	1,234,567.00 	同じ	-	Number
41	#,##0.00_ 	#,##0.00_ 	数0.5	0.5	0.50 	0.50 	同じ	-	Number
42	#,##0.00_ 	#,##0.00_ 	数-0.5	-0.5	-0.50 	-0.50 	同じ	-	Number
43	#,##0.00_ 	#,##0.00_ 	数0.004	0.004	0.00 	0.00 	同じ	FALSE	Number
44	#,##0.00_ 	#,##0.00_ 	数-0.004	-0.004	0.00 	0.00 	同じ	FALSE	Number
45	#,##0.00_ 	#,##0.00_ 	日45292	45292	45,292.00 	45,292.00 	同じ	-	Number
46	#,##0.00_ 	#,##0.00_ 	日45658	45658	45,658.00 	45,658.00 	同じ	-	Number
47	#,##0.00_ 	#,##0.00_ 	時0.5208	0.520833333333333	0.52 	0.52 	同じ	-	Number
48	#,##0.00_ 	#,##0.00_ 	数1.5	1.5	1.50 	1.50 	同じ	-	Number
49	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数0	0	0.00 	0.00 	同じ	TRUE	Number
50	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数1234.5	1234.5	1234.50 	1234.50 	同じ	-	Number
51	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数-1234.5	-1234.5	(1234.50)	(1234.50)	同じ	-	Number
52	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数1234567	1234567	1234567.00 	1234567.00 	同じ	-	Number
53	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数0.5	0.5	0.50 	0.50 	同じ	-	Number
54	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数-0.5	-0.5	(0.50)	(0.50)	同じ	-	Number
55	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数0.004	0.004	0.00 	0.00 	同じ	FALSE	Number
56	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数-0.004	-0.004	(0.00)	(0.00)	同じ	-	Number
57	0.00_);[赤](0.00)	0.00_);[赤](0.00)	日45292	45292	45292.00 	45292.00 	同じ	-	Number
58	0.00_);[赤](0.00)	0.00_);[赤](0.00)	日45658	45658	45658.00 	45658.00 	同じ	-	Number
59	0.00_);[赤](0.00)	0.00_);[赤](0.00)	時0.5208	0.520833333333333	0.52 	0.52 	同じ	-	Number
60	0.00_);[赤](0.00)	0.00_);[赤](0.00)	数1.5	1.5	1.50 	1.50 	同じ	-	Number
61	m/d;@	m/d;@	数0	0	1/0	1/0	同じ	-	Number
62	m/d;@	m/d;@	数1234.5	1234.5	5/18	5/18	同じ	-	Number
63	m/d;@	m/d;@	数-1234.5	-1234.5	#####################################	#VALUE!	★違う★	-	Number
64	m/d;@	m/d;@	数1234567	1234567	2/15	2/15	同じ	-	Number
65	m/d;@	m/d;@	数0.5	0.5	1/0	1/0	同じ	-	Number
66	m/d;@	m/d;@	数-0.5	-0.5	#####################################	#VALUE!	★違う★	-	Number
67	m/d;@	m/d;@	数0.004	0.004	1/0	1/0	同じ	-	Number
68	m/d;@	m/d;@	数-0.004	-0.004	#####################################	#VALUE!	★違う★	-	Number
69	m/d;@	m/d;@	日45292	45292	1/1	1/1	同じ	-	Number
70	m/d;@	m/d;@	日45658	45658	1/1	1/1	同じ	-	Number
71	m/d;@	m/d;@	時0.5208	0.520833333333333	1/0	1/0	同じ	-	Number
72	m/d;@	m/d;@	数1.5	1.5	1/1	1/1	同じ	-	Number
73	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数0	0	0.00 	0.00 	同じ	TRUE	Number
74	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数1234.5	1234.5	1,234.50 	1,234.50 	同じ	-	Number
75	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数-1234.5	-1234.5	(1,234.50)	(1,234.50)	同じ	-	Number
76	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数1234567	1234567	1,234,567.00 	1,234,567.00 	同じ	-	Number
77	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数0.5	0.5	0.50 	0.50 	同じ	-	Number
78	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数-0.5	-0.5	(0.50)	(0.50)	同じ	-	Number
79	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数0.004	0.004	0.00 	0.00 	同じ	FALSE	Number
80	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数-0.004	-0.004	(0.00)	(0.00)	同じ	-	Number
81	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	日45292	45292	45,292.00 	45,292.00 	同じ	-	Number
82	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	日45658	45658	45,658.00 	45,658.00 	同じ	-	Number
83	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	時0.5208	0.520833333333333	0.52 	0.52 	同じ	-	Number
84	#,##0.00_);[赤](#,##0.00)	#,##0.00_);[赤](#,##0.00)	数1.5	1.5	1.50 	1.50 	同じ	-	Number
85	m/d(aaa)	m/d(aaa)	数0	0	1/0(土)	1/0(土)	同じ	-	Number
86	m/d(aaa)	m/d(aaa)	数1234.5	1234.5	5/18(月)	5/18(月)	同じ	-	Number
87	m/d(aaa)	m/d(aaa)	数-1234.5	-1234.5	#####################################	#VALUE!	★違う★	-	Number
88	m/d(aaa)	m/d(aaa)	数1234567	1234567	2/15(木)	2/15(木)	同じ	-	Number
89	m/d(aaa)	m/d(aaa)	数0.5	0.5	1/0(土)	1/0(土)	同じ	-	Number
90	m/d(aaa)	m/d(aaa)	数-0.5	-0.5	#####################################	#VALUE!	★違う★	-	Number
91	m/d(aaa)	m/d(aaa)	数0.004	0.004	1/0(土)	1/0(土)	同じ	-	Number
92	m/d(aaa)	m/d(aaa)	数-0.004	-0.004	#####################################	#VALUE!	★違う★	-	Number
93	m/d(aaa)	m/d(aaa)	日45292	45292	1/1(月)	1/1(月)	同じ	-	Number
94	m/d(aaa)	m/d(aaa)	日45658	45658	1/1(水)	1/1(水)	同じ	-	Number
95	m/d(aaa)	m/d(aaa)	時0.5208	0.520833333333333	1/0(土)	1/0(土)	同じ	-	Number
96	m/d(aaa)	m/d(aaa)	数1.5	1.5	1/1(日)	1/1(日)	同じ	-	Number
97	#,##0.000_ 	#,##0.000_ 	数0	0	0.000 	0.000 	同じ	TRUE	Number
98	#,##0.000_ 	#,##0.000_ 	数1234.5	1234.5	1,234.500 	1,234.500 	同じ	-	Number
99	#,##0.000_ 	#,##0.000_ 	数-1234.5	-1234.5	-1,234.500 	-1,234.500 	同じ	-	Number
100	#,##0.000_ 	#,##0.000_ 	数1234567	1234567	1,234,567.000 	1,234,567.000 	同じ	-	Number
101	#,##0.000_ 	#,##0.000_ 	数0.5	0.5	0.500 	0.500 	同じ	-	Number
102	#,##0.000_ 	#,##0.000_ 	数-0.5	-0.5	-0.500 	-0.500 	同じ	-	Number
103	#,##0.000_ 	#,##0.000_ 	数0.004	0.004	0.004 	0.004 	同じ	-	Number
104	#,##0.000_ 	#,##0.000_ 	数-0.004	-0.004	-0.004 	-0.004 	同じ	-	Number
105	#,##0.000_ 	#,##0.000_ 	日45292	45292	45,292.000 	45,292.000 	同じ	-	Number
106	#,##0.000_ 	#,##0.000_ 	日45658	45658	45,658.000 	45,658.000 	同じ	-	Number
107	#,##0.000_ 	#,##0.000_ 	時0.5208	0.520833333333333	0.521 	0.521 	同じ	-	Number
108	#,##0.000_ 	#,##0.000_ 	数1.5	1.5	1.500 	1.500 	同じ	-	Number
109	m"月"d"日";@	m"月"d"日";@	数0	0	1月0日	1月0日	同じ	-	Number
110	m"月"d"日";@	m"月"d"日";@	数1234.5	1234.5	5月18日	5月18日	同じ	-	Number
111	m"月"d"日";@	m"月"d"日";@	数-1234.5	-1234.5	#####################################	#VALUE!	★違う★	-	Number
112	m"月"d"日";@	m"月"d"日";@	数1234567	1234567	2月15日	2月15日	同じ	-	Number
113	m"月"d"日";@	m"月"d"日";@	数0.5	0.5	1月0日	1月0日	同じ	-	Number
114	m"月"d"日";@	m"月"d"日";@	数-0.5	-0.5	#####################################	#VALUE!	★違う★	-	Number
115	m"月"d"日";@	m"月"d"日";@	数0.004	0.004	1月0日	1月0日	同じ	-	Number
116	m"月"d"日";@	m"月"d"日";@	数-0.004	-0.004	#####################################	#VALUE!	★違う★	-	Number
117	m"月"d"日";@	m"月"d"日";@	日45292	45292	1月1日	1月1日	同じ	-	Number
118	m"月"d"日";@	m"月"d"日";@	日45658	45658	1月1日	1月1日	同じ	-	Number
119	m"月"d"日";@	m"月"d"日";@	時0.5208	0.520833333333333	1月0日	1月0日	同じ	-	Number
120	m"月"d"日";@	m"月"d"日";@	数1.5	1.5	1月1日	1月1日	同じ	-	Number
121	yyyy"年"m"月"	yyyy"年"m"月"	数0	0	1900年1月	1900年1月	同じ	-	Number
122	yyyy"年"m"月"	yyyy"年"m"月"	数1234.5	1234.5	1903年5月	1903年5月	同じ	-	Number
123	yyyy"年"m"月"	yyyy"年"m"月"	数-1234.5	-1234.5	#####################################	#VALUE!	★違う★	-	Number
124	yyyy"年"m"月"	yyyy"年"m"月"	数1234567	1234567	5280年2月	5280年2月	同じ	-	Number
125	yyyy"年"m"月"	yyyy"年"m"月"	数0.5	0.5	1900年1月	1900年1月	同じ	-	Number
126	yyyy"年"m"月"	yyyy"年"m"月"	数-0.5	-0.5	#####################################	#VALUE!	★違う★	-	Number
127	yyyy"年"m"月"	yyyy"年"m"月"	数0.004	0.004	1900年1月	1900年1月	同じ	-	Number
128	yyyy"年"m"月"	yyyy"年"m"月"	数-0.004	-0.004	#####################################	#VALUE!	★違う★	-	Number
129	yyyy"年"m"月"	yyyy"年"m"月"	日45292	45292	2024年1月	2024年1月	同じ	-	Number
130	yyyy"年"m"月"	yyyy"年"m"月"	日45658	45658	2025年1月	2025年1月	同じ	-	Number
131	yyyy"年"m"月"	yyyy"年"m"月"	時0.5208	0.520833333333333	1900年1月	1900年1月	同じ	-	Number
132	yyyy"年"m"月"	yyyy"年"m"月"	数1.5	1.5	1900年1月	1900年1月	同じ	-	Number
133	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数0	0	0	0	同じ	TRUE	Number
134	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数1234.5	1234.5	1,235	1,235	同じ	-	Number
135	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数-1234.5	-1234.5	-1,235	-1,235	同じ	-	Number
136	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数1234567	1234567	1,234,567	1,234,567	同じ	-	Number
137	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数0.5	0.5	1	1	同じ	-	Number
138	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数-0.5	-0.5	-1	-1	同じ	-	Number
139	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数0.004	0.004	0	0	同じ	FALSE	Number
140	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数-0.004	-0.004	-0	-0	同じ	-	Number
141	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	日45292	45292	45,292	45,292	同じ	-	Number
142	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	日45658	45658	45,658	45,658	同じ	-	Number
143	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	時0.5208	0.520833333333333	1	1	同じ	-	Number
144	#,##0;[赤]-#,##0	#,##0;[赤]-#,##0	数1.5	1.5	2	2	同じ	-	Number
145	0_);[赤](0)	0_);[赤](0)	数0	0	0 	0 	同じ	TRUE	Number
146	0_);[赤](0)	0_);[赤](0)	数1234.5	1234.5	1235 	1235 	同じ	-	Number
147	0_);[赤](0)	0_);[赤](0)	数-1234.5	-1234.5	(1235)	(1235)	同じ	-	Number
148	0_);[赤](0)	0_);[赤](0)	数1234567	1234567	1234567 	1234567 	同じ	-	Number
149	0_);[赤](0)	0_);[赤](0)	数0.5	0.5	1 	1 	同じ	-	Number
150	0_);[赤](0)	0_);[赤](0)	数-0.5	-0.5	(1)	(1)	同じ	-	Number
151	0_);[赤](0)	0_);[赤](0)	数0.004	0.004	0 	0 	同じ	FALSE	Number
152	0_);[赤](0)	0_);[赤](0)	数-0.004	-0.004	(0)	(0)	同じ	-	Number
153	0_);[赤](0)	0_);[赤](0)	日45292	45292	45292 	45292 	同じ	-	Number
154	0_);[赤](0)	0_);[赤](0)	日45658	45658	45658 	45658 	同じ	-	Number
155	0_);[赤](0)	0_);[赤](0)	時0.5208	0.520833333333333	1 	1 	同じ	-	Number
156	0_);[赤](0)	0_);[赤](0)	数1.5	1.5	2 	2 	同じ	-	Number
157	#,##0.0_	G/標準	数0	0	0	#VALUE!	★違う★	TRUE	Number
158	#,##0.0_	G/標準	数1234.5	1234.5	1234.5	#VALUE!	★違う★	-	Number
159	#,##0.0_	G/標準	数-1234.5	-1234.5	-1234.5	#VALUE!	★違う★	-	Number
160	#,##0.0_	G/標準	数1234567	1234567	1234567	#VALUE!	★違う★	-	Number
161	#,##0.0_	G/標準	数0.5	0.5	0.5	#VALUE!	★違う★	-	Number
162	#,##0.0_	G/標準	数-0.5	-0.5	-0.5	#VALUE!	★違う★	-	Number
163	#,##0.0_	G/標準	数0.004	0.004	0.004	#VALUE!	★違う★	-	Number
164	#,##0.0_	G/標準	数-0.004	-0.004	-0.004	#VALUE!	★違う★	-	Number
165	#,##0.0_	G/標準	日45292	45292	45292	#VALUE!	★違う★	-	Number
166	#,##0.0_	G/標準	日45658	45658	45658	#VALUE!	★違う★	-	Number
167	#,##0.0_	G/標準	時0.5208	0.520833333333333	0.520833333	#VALUE!	★違う★	-	Number
168	#,##0.0_	G/標準	数1.5	1.5	1.5	#VALUE!	★違う★	-	Number
169	aaa	aaa	数0	0	土	土	同じ	-	Number
170	aaa	aaa	数1234.5	1234.5	月	月	同じ	-	Number
171	aaa	aaa	数-1234.5	-1234.5	#####################################	#VALUE!	★違う★	-	Number
172	aaa	aaa	数1234567	1234567	木	木	同じ	-	Number
173	aaa	aaa	数0.5	0.5	土	土	同じ	-	Number
174	aaa	aaa	数-0.5	-0.5	#####################################	#VALUE!	★違う★	-	Number
175	aaa	aaa	数0.004	0.004	土	土	同じ	-	Number
176	aaa	aaa	数-0.004	-0.004	#####################################	#VALUE!	★違う★	-	Number
177	aaa	aaa	日45292	45292	月	月	同じ	-	Number
178	aaa	aaa	日45658	45658	水	水	同じ	-	Number
179	aaa	aaa	時0.5208	0.520833333333333	土	土	同じ	-	Number
180	aaa	aaa	数1.5	1.5	日	日	同じ	-	Number
181	m/d	m/d	数0	0	1/0	1/0	同じ	-	Number
182	m/d	m/d	数1234.5	1234.5	5/18	5/18	同じ	-	Number
183	m/d	m/d	数-1234.5	-1234.5	#####################################	#VALUE!	★違う★	-	Number
184	m/d	m/d	数1234567	1234567	2/15	2/15	同じ	-	Number
185	m/d	m/d	数0.5	0.5	1/0	1/0	同じ	-	Number
186	m/d	m/d	数-0.5	-0.5	#####################################	#VALUE!	★違う★	-	Number
187	m/d	m/d	数0.004	0.004	1/0	1/0	同じ	-	Number
188	m/d	m/d	数-0.004	-0.004	#####################################	#VALUE!	★違う★	-	Number
189	m/d	m/d	日45292	45292	1/1	1/1	同じ	-	Number
190	m/d	m/d	日45658	45658	1/1	1/1	同じ	-	Number
191	m/d	m/d	時0.5208	0.520833333333333	1/0	1/0	同じ	-	Number
192	m/d	m/d	数1.5	1.5	1/1	1/1	同じ	-	Number
